Node;X (ft);Y (ft);Z (ft);Support
 157;57.50;4.00;12.00;
 158;58.50;4.00;12.00;
 159;59.50;4.00;12.00;
 160;60.50;4.00;12.00;
 161;61.50;4.00;12.00;
 162;28.50;5.00;12.00;
 163;29.50;5.00;12.00;
 164;30.50;5.00;12.00;
 165;31.50;5.00;12.00;
 166;32.50;5.00;12.00;
 167;33.50;5.00;12.00;
 168;34.50;5.00;12.00;
 169;35.50;5.00;12.00;
 170;36.50;5.00;12.00;
 171;37.50;5.00;12.00;
 172;38.50;5.00;12.00;
 173;39.50;5.00;12.00;
 174;40.50;5.00;12.00;
 175;41.50;5.00;12.00;
 176;42.50;5.00;12.00;
 177;43.50;5.00;12.00;
 178;44.50;5.00;12.00;
 179;45.50;5.00;12.00;
 180;46.50;5.00;12.00;
 181;47.50;5.00;12.00;
 182;48.50;5.00;12.00;
 183;49.50;5.00;12.00;
 184;50.50;5.00;12.00;
 185;51.50;5.00;12.00;
 186;52.50;5.00;12.00;
 187;53.50;5.00;12.00;
 188;54.50;5.00;12.00;
 189;55.50;5.00;12.00;
 190;56.50;5.00;12.00;
 191;57.50;5.00;12.00;
 192;58.50;5.00;12.00;
 193;59.50;5.00;12.00;
 194;60.50;5.00;12.00;
 195;61.50;5.00;12.00;
 196;28.50;6.00;12.00;
 197;29.50;6.00;12.00;
 198;30.50;6.00;12.00;
 199;31.50;6.00;12.00;
 200;32.50;6.00;12.00;
 201;33.50;6.00;12.00;
 202;34.50;6.00;12.00;
 203;35.50;6.00;12.00;
 204;36.50;6.00;12.00;
 205;37.50;6.00;12.00;
 206;38.50;6.00;12.00;
 207;39.50;6.00;12.00;
 208;40.50;6.00;12.00;
 209;41.50;6.00;12.00;
 210;42.50;6.00;12.00;
 211;43.50;6.00;12.00;
 212;44.50;6.00;12.00;
 213;45.50;6.00;12.00;
 214;46.50;6.00;12.00;
 215;47.50;6.00;12.00;
 216;48.50;6.00;12.00;
 217;49.50;6.00;12.00;
 218;50.50;6.00;12.00;
 219;51.50;6.00;12.00;
 220;52.50;6.00;12.00;
 221;53.50;6.00;12.00;
 222;54.50;6.00;12.00;
 223;55.50;6.00;12.00;
 224;56.50;6.00;12.00;
 225;57.50;6.00;12.00;
 226;58.50;6.00;12.00;
 227;59.50;6.00;12.00;
 228;60.50;6.00;12.00;
 229;61.50;6.00;12.00;
 230;28.50;7.00;12.00;
 231;29.50;7.00;12.00;
 232;30.50;7.00;12.00;
 233;31.50;7.00;12.00;
 234;32.50;7.00;12.00;
 235;33.50;7.00;12.00;
 236;34.50;7.00;12.00;
 237;35.50;7.00;12.00;
 238;36.50;7.00;12.00;
 239;37.50;7.00;12.00;
 240;38.50;7.00;12.00;
 241;39.50;7.00;12.00;
 242;40.50;7.00;12.00;
 243;41.50;7.00;12.00;
 244;42.50;7.00;12.00;
 245;43.50;7.00;12.00;
 246;44.50;7.00;12.00;
 247;45.50;7.00;12.00;
 248;46.50;7.00;12.00;
 249;47.50;7.00;12.00;
 250;48.50;7.00;12.00;
 251;49.50;7.00;12.00;
 252;50.50;7.00;12.00;
 253;51.50;7.00;12.00;
 254;52.50;7.00;12.00;
 255;53.50;7.00;12.00;
 256;54.50;7.00;12.00;
 257;55.50;7.00;12.00;
 258;56.50;7.00;12.00;
 259;57.50;7.00;12.00;
 260;58.50;7.00;12.00;
 261;59.50;7.00;12.00;
 262;60.50;7.00;12.00;
 263;61.50;7.00;12.00;
 264;28.50;8.00;12.00;
 265;29.50;8.00;12.00;
 266;30.50;8.00;12.00;
 267;31.50;8.00;12.00;
 268;32.50;8.00;12.00;
 269;33.50;8.00;12.00;
 270;34.50;8.00;12.00;
 271;35.50;8.00;12.00;
 272;36.50;8.00;12.00;
 273;37.50;8.00;12.00;
 274;38.50;8.00;12.00;
 275;39.50;8.00;12.00;
 276;40.50;8.00;12.00;
 277;41.50;8.00;12.00;
 278;42.50;8.00;12.00;
 279;43.50;8.00;12.00;
 280;44.50;8.00;12.00;
 281;45.50;8.00;12.00;
 282;46.50;8.00;12.00;
 283;47.50;8.00;12.00;
 284;48.50;8.00;12.00;
 285;49.50;8.00;12.00;
 286;50.50;8.00;12.00;
 287;51.50;8.00;12.00;
 288;52.50;8.00;12.00;
 289;53.50;8.00;12.00;
 290;54.50;8.00;12.00;
 291;55.50;8.00;12.00;
 292;56.50;8.00;12.00;
 293;57.50;8.00;12.00;
 294;58.50;8.00;12.00;
 295;59.50;8.00;12.00;
 296;60.50;8.00;12.00;
 297;61.50;8.00;12.00;
 298;28.50;9.00;12.00;
 299;29.50;9.00;12.00;
 300;30.50;9.00;12.00;
 301;31.50;9.00;12.00;
 302;32.50;9.00;12.00;
 303;33.50;9.00;12.00;
 304;34.50;9.00;12.00;
 305;35.50;9.00;12.00;
 306;36.50;9.00;12.00;
 307;37.50;9.00;12.00;
 308;38.50;9.00;12.00;
 309;39.50;9.00;12.00;
 310;40.50;9.00;12.00;
 311;41.50;9.00;12.00;
 312;42.50;9.00;12.00;
 313;43.50;9.00;12.00;
 314;44.50;9.00;12.00;
 315;45.50;9.00;12.00;
 316;46.50;9.00;12.00;
 317;47.50;9.00;12.00;
 318;48.50;9.00;12.00;
 319;49.50;9.00;12.00;
 320;50.50;9.00;12.00;
 321;51.50;9.00;12.00;
 322;52.50;9.00;12.00;
 323;53.50;9.00;12.00;
 324;54.50;9.00;12.00;
 325;55.50;9.00;12.00;
 326;56.50;9.00;12.00;
 327;57.50;9.00;12.00;
 328;58.50;9.00;12.00;
 329;59.50;9.00;12.00;
 330;60.50;9.00;12.00;
 331;61.50;9.00;12.00;
 332;28.50;10.00;12.00;
 333;29.50;10.00;12.00;
 334;30.50;10.00;12.00;
 335;31.50;10.00;12.00;
 336;32.50;10.00;12.00;
 337;33.50;10.00;12.00;
 338;34.50;10.00;12.00;
 339;35.50;10.00;12.00;
 340;36.50;10.00;12.00;
 341;37.50;10.00;12.00;
 342;38.50;10.00;12.00;
 343;39.50;10.00;12.00;
 344;40.50;10.00;12.00;
 345;41.50;10.00;12.00;
 346;42.50;10.00;12.00;
 347;43.50;10.00;12.00;
 348;44.50;10.00;12.00;
 349;45.50;10.00;12.00;
 350;46.50;10.00;12.00;
 351;47.50;10.00;12.00;
 352;48.50;10.00;12.00;
 353;49.50;10.00;12.00;
 354;50.50;10.00;12.00;
 355;51.50;10.00;12.00;
 356;52.50;10.00;12.00;
 357;53.50;10.00;12.00;
 358;54.50;10.00;12.00;
 359;55.50;10.00;12.00;
 360;56.50;10.00;12.00;
 361;57.50;10.00;12.00;
 362;58.50;10.00;12.00;
 363;59.50;10.00;12.00;
 364;60.50;10.00;12.00;
 365;61.50;10.00;12.00;
 366;28.50;11.00;12.00;
 367;29.50;11.00;12.00;
 368;30.50;11.00;12.00;
 369;31.50;11.00;12.00;
 370;32.50;11.00;12.00;
 371;33.50;11.00;12.00;
 372;34.50;11.00;12.00;
 373;35.50;11.00;12.00;
 374;36.50;11.00;12.00;
 375;37.50;11.00;12.00;
 376;38.50;11.00;12.00;
 377;39.50;11.00;12.00;
 378;40.50;11.00;12.00;
 379;41.50;11.00;12.00;
 380;42.50;11.00;12.00;
 381;43.50;11.00;12.00;
 382;44.50;11.00;12.00;
 383;45.50;11.00;12.00;
 384;46.50;11.00;12.00;
 385;47.50;11.00;12.00;
 386;48.50;11.00;12.00;
 387;49.50;11.00;12.00;
 388;50.50;11.00;12.00;
 389;51.50;11.00;12.00;
 390;52.50;11.00;12.00;
 391;53.50;11.00;12.00;
 392;54.50;11.00;12.00;
 393;55.50;11.00;12.00;
 394;56.50;11.00;12.00;
 395;57.50;11.00;12.00;
 396;58.50;11.00;12.00;
 397;59.50;11.00;12.00;
 398;60.50;11.00;12.00;
 399;61.50;11.00;12.00;
 400;28.50;12.00;12.00;
 401;29.50;12.00;12.00;
 402;30.50;12.00;12.00;
 403;31.50;12.00;12.00;
 404;32.50;12.00;12.00;
 405;33.50;12.00;12.00;
 406;34.50;12.00;12.00;
 407;35.50;12.00;12.00;
 408;36.50;12.00;12.00;
 409;37.50;12.00;12.00;
 410;38.50;12.00;12.00;
 411;39.50;12.00;12.00;
 412;40.50;12.00;12.00;
 413;41.50;12.00;12.00;
 414;42.50;12.00;12.00;
 415;43.50;12.00;12.00;
 416;44.50;12.00;12.00;
 417;45.50;12.00;12.00;
 418;46.50;12.00;12.00;
 419;47.50;12.00;12.00;
 420;48.50;12.00;12.00;
 421;49.50;12.00;12.00;
 422;50.50;12.00;12.00;
 423;51.50;12.00;12.00;
 424;52.50;12.00;12.00;
 425;53.50;12.00;12.00;
 426;54.50;12.00;12.00;
 427;55.50;12.00;12.00;
 428;56.50;12.00;12.00;
 429;57.50;12.00;12.00;
 430;58.50;12.00;12.00;
 431;59.50;12.00;12.00;
 432;60.50;12.00;12.00;
 433;61.50;12.00;12.00;
 434;28.50;13.00;12.00;
 435;29.50;13.00;12.00;
 436;30.50;13.00;12.00;
 437;31.50;13.00;12.00;
 438;32.50;13.00;12.00;
 439;33.50;13.00;12.00;
 440;34.50;13.00;12.00;
 441;35.50;13.00;12.00;
 442;36.50;13.00;12.00;
 443;37.50;13.00;12.00;
 444;38.50;13.00;12.00;
 445;39.50;13.00;12.00;
 446;40.50;13.00;12.00;
 447;41.50;13.00;12.00;
 448;42.50;13.00;12.00;
 449;43.50;13.00;12.00;
 450;44.50;13.00;12.00;
 451;45.50;13.00;12.00;
 452;46.50;13.00;12.00;
 453;47.50;13.00;12.00;
 454;48.50;13.00;12.00;
 455;49.50;13.00;12.00;
 456;50.50;13.00;12.00;
 457;51.50;13.00;12.00;
 458;52.50;13.00;12.00;
 459;53.50;13.00;12.00;
 460;54.50;13.00;12.00;
 461;55.50;13.00;12.00;
 462;56.50;13.00;12.00;
 463;57.50;13.00;12.00;
 464;58.50;13.00;12.00;
 465;59.50;13.00;12.00;
 466;60.50;13.00;12.00;
 467;61.50;13.00;12.00;
 468;28.50;14.00;12.00;
 469;29.50;14.00;12.00;
 470;30.50;14.00;12.00;
 471;31.50;14.00;12.00;
 472;32.50;14.00;12.00;
 473;33.50;14.00;12.00;
 474;34.50;14.00;12.00;
 475;35.50;14.00;12.00;
 476;36.50;14.00;12.00;
 477;37.50;14.00;12.00;
 478;38.50;14.00;12.00;
 479;39.50;14.00;12.00;
 480;40.50;14.00;12.00;
 481;41.50;14.00;12.00;
 482;42.50;14.00;12.00;
 483;43.50;14.00;12.00;
 484;44.50;14.00;12.00;
 485;45.50;14.00;12.00;
 486;46.50;14.00;12.00;
 487;47.50;14.00;12.00;
 488;48.50;14.00;12.00;
 489;49.50;14.00;12.00;
 490;50.50;14.00;12.00;
 491;51.50;14.00;12.00;
 492;52.50;14.00;12.00;
 493;53.50;14.00;12.00;
 494;54.50;14.00;12.00;
 495;55.50;14.00;12.00;
 496;56.50;14.00;12.00;
 497;57.50;14.00;12.00;
 498;58.50;14.00;12.00;
 499;59.50;14.00;12.00;
 500;60.50;14.00;12.00;
 501;61.50;14.00;12.00;
 502;28.50;15.00;12.00;
 503;29.50;15.00;12.00;
 504;30.50;15.00;12.00;
 505;31.50;15.00;12.00;
 506;32.50;15.00;12.00;
 507;33.50;15.00;12.00;
 508;34.50;15.00;12.00;
 509;35.50;15.00;12.00;
 510;36.50;15.00;12.00;
 511;37.50;15.00;12.00;
 512;38.50;15.00;12.00;
 513;39.50;15.00;12.00;
 514;40.50;15.00;12.00;
 515;41.50;15.00;12.00;
 516;42.50;15.00;12.00;
 517;43.50;15.00;12.00;
 518;44.50;15.00;12.00;
 519;45.50;15.00;12.00;
 520;46.50;15.00;12.00;
 521;47.50;15.00;12.00;
 522;48.50;15.00;12.00;
 523;49.50;15.00;12.00;
 524;50.50;15.00;12.00;
 525;51.50;15.00;12.00;
 526;52.50;15.00;12.00;
 527;53.50;15.00;12.00;
 528;54.50;15.00;12.00;
 529;55.50;15.00;12.00;
 530;56.50;15.00;12.00;
 531;57.50;15.00;12.00;
 532;58.50;15.00;12.00;
 533;59.50;15.00;12.00;
 534;60.50;15.00;12.00;
 535;61.50;15.00;12.00;
 536;28.50;16.00;12.00;
 537;29.50;16.00;12.00;
 538;30.50;16.00;12.00;
 539;31.50;16.00;12.00;
 540;32.50;16.00;12.00;
 541;33.50;16.00;12.00;
 542;34.50;16.00;12.00;
 543;35.50;16.00;12.00;
 544;36.50;16.00;12.00;
 545;37.50;16.00;12.00;
 546;38.50;16.00;12.00;
 547;39.50;16.00;12.00;
 548;40.50;16.00;12.00;
 549;41.50;16.00;12.00;
 550;42.50;16.00;12.00;
 551;43.50;16.00;12.00;
 552;44.50;16.00;12.00;
 553;45.50;16.00;12.00;
 554;46.50;16.00;12.00;
 555;47.50;16.00;12.00;
 556;48.50;16.00;12.00;
 557;49.50;16.00;12.00;
 558;50.50;16.00;12.00;
 559;51.50;16.00;12.00;
 560;52.50;16.00;12.00;
 561;53.50;16.00;12.00;
 562;54.50;16.00;12.00;
 563;55.50;16.00;12.00;
 564;56.50;16.00;12.00;
 565;57.50;16.00;12.00;
 566;58.50;16.00;12.00;
 567;59.50;16.00;12.00;
 568;60.50;16.00;12.00;
 569;61.50;16.00;12.00;
 570;28.50;17.00;12.00;
 571;29.50;17.00;12.00;
 572;30.50;17.00;12.00;
 573;31.50;17.00;12.00;
 574;32.50;17.00;12.00;
 575;33.50;17.00;12.00;
 576;34.50;17.00;12.00;
 577;35.50;17.00;12.00;
 578;36.50;17.00;12.00;
 579;37.50;17.00;12.00;
 580;38.50;17.00;12.00;
 581;39.50;17.00;12.00;
 582;40.50;17.00;12.00;
 583;41.50;17.00;12.00;
 584;42.50;17.00;12.00;
 585;43.50;17.00;12.00;
 586;44.50;17.00;12.00;
 587;45.50;17.00;12.00;
 588;46.50;17.00;12.00;
 589;47.50;17.00;12.00;
 590;48.50;17.00;12.00;
 591;49.50;17.00;12.00;
 592;50.50;17.00;12.00;
 593;51.50;17.00;12.00;
 594;52.50;17.00;12.00;
 595;53.50;17.00;12.00;
 596;54.50;17.00;12.00;
 597;55.50;17.00;12.00;
 598;56.50;17.00;12.00;
 599;57.50;17.00;12.00;
 600;58.50;17.00;12.00;
 601;59.50;17.00;12.00;
 602;60.50;17.00;12.00;
 603;61.50;17.00;12.00;
 604;28.50;18.00;12.00;
 605;29.50;18.00;12.00;
 606;30.50;18.00;12.00;
 607;31.50;18.00;12.00;
 608;32.50;18.00;12.00;
 609;33.50;18.00;12.00;
 610;34.50;18.00;12.00;
 611;35.50;18.00;12.00;
 612;36.50;18.00;12.00;
 613;37.50;18.00;12.00;
 614;38.50;18.00;12.00;
 615;39.50;18.00;12.00;
 616;40.50;18.00;12.00;
 617;41.50;18.00;12.00;
 618;42.50;18.00;12.00;
 619;43.50;18.00;12.00;
 620;44.50;18.00;12.00;
 621;45.50;18.00;12.00;
 622;46.50;18.00;12.00;
 623;47.50;18.00;12.00;
 624;48.50;18.00;12.00;
 625;49.50;18.00;12.00;
 626;50.50;18.00;12.00;
 627;51.50;18.00;12.00;
 628;52.50;18.00;12.00;
 629;53.50;18.00;12.00;
 630;54.50;18.00;12.00;
 631;55.50;18.00;12.00;
 632;56.50;18.00;12.00;
 633;57.50;18.00;12.00;
 634;58.50;18.00;12.00;
 635;59.50;18.00;12.00;
 636;60.50;18.00;12.00;
 637;61.50;18.00;12.00;
 638;28.50;19.00;12.00;
 639;29.50;19.00;12.00;
 640;30.50;19.00;12.00;
 641;31.50;19.00;12.00;
 642;32.50;19.00;12.00;
 643;33.50;19.00;12.00;
 644;34.50;19.00;12.00;
 645;35.50;19.00;12.00;
 646;36.50;19.00;12.00;
 647;37.50;19.00;12.00;
 648;38.50;19.00;12.00;
 649;39.50;19.00;12.00;
 650;40.50;19.00;12.00;
 651;41.50;19.00;12.00;
 652;42.50;19.00;12.00;
 653;43.50;19.00;12.00;
 654;44.50;19.00;12.00;
 655;45.50;19.00;12.00;
 656;46.50;19.00;12.00;
 657;47.50;19.00;12.00;
 658;48.50;19.00;12.00;
 659;49.50;19.00;12.00;
 660;50.50;19.00;12.00;
 661;51.50;19.00;12.00;
 662;52.50;19.00;12.00;
 663;53.50;19.00;12.00;
 664;54.50;19.00;12.00;
 665;55.50;19.00;12.00;
 666;56.50;19.00;12.00;
 667;57.50;19.00;12.00;
 668;58.50;19.00;12.00;
 669;59.50;19.00;12.00;
 670;60.50;19.00;12.00;
 671;61.50;19.00;12.00;
 672;28.50;20.00;12.00;
 673;29.50;20.00;12.00;
 674;30.50;20.00;12.00;
 675;31.50;20.00;12.00;
 676;32.50;20.00;12.00;
 677;33.50;20.00;12.00;
 678;34.50;20.00;12.00;
 679;35.50;20.00;12.00;
 680;36.50;20.00;12.00;
 681;37.50;20.00;12.00;
 682;38.50;20.00;12.00;
 683;39.50;20.00;12.00;
 684;40.50;20.00;12.00;
 685;41.50;20.00;12.00;
 686;42.50;20.00;12.00;
 687;43.50;20.00;12.00;
 688;44.50;20.00;12.00;
 689;45.50;20.00;12.00;
 690;46.50;20.00;12.00;
 691;47.50;20.00;12.00;
 692;48.50;20.00;12.00;
 693;49.50;20.00;12.00;
 694;50.50;20.00;12.00;
 695;51.50;20.00;12.00;
 696;52.50;20.00;12.00;
 697;53.50;20.00;12.00;
 698;54.50;20.00;12.00;
 699;55.50;20.00;12.00;
 700;56.50;20.00;12.00;
 701;57.50;20.00;12.00;
 702;58.50;20.00;12.00;
 703;59.50;20.00;12.00;
 704;60.50;20.00;12.00;
 705;61.50;20.00;12.00;
 706;28.50;21.00;12.00;
 707;29.50;21.00;12.00;
 708;30.50;21.00;12.00;
 709;31.50;21.00;12.00;
 710;32.50;21.00;12.00;
 711;33.50;21.00;12.00;
 712;34.50;21.00;12.00;
 713;35.50;21.00;12.00;
 714;36.50;21.00;12.00;
 715;37.50;21.00;12.00;
 716;38.50;21.00;12.00;
 717;39.50;21.00;12.00;
 718;40.50;21.00;12.00;
 719;41.50;21.00;12.00;
 720;42.50;21.00;12.00;
 721;43.50;21.00;12.00;
 722;44.50;21.00;12.00;
 723;45.50;21.00;12.00;
 724;46.50;21.00;12.00;
 725;47.50;21.00;12.00;
 726;48.50;21.00;12.00;
 727;49.50;21.00;12.00;
 728;50.50;21.00;12.00;
 729;51.50;21.00;12.00;
 730;52.50;21.00;12.00;
 731;53.50;21.00;12.00;
 732;54.50;21.00;12.00;
 733;55.50;21.00;12.00;
 734;56.50;21.00;12.00;
 735;57.50;21.00;12.00;
 736;58.50;21.00;12.00;
 737;59.50;21.00;12.00;
 738;60.50;21.00;12.00;
 739;61.50;21.00;12.00;
 740;28.50;22.00;12.00;
 741;29.50;22.00;12.00;
 742;30.50;22.00;12.00;
 743;31.50;22.00;12.00;
 744;32.50;22.00;12.00;
 745;33.50;22.00;12.00;
 746;34.50;22.00;12.00;
 747;35.50;22.00;12.00;
 748;36.50;22.00;12.00;
 749;37.50;22.00;12.00;
 750;38.50;22.00;12.00;
 751;39.50;22.00;12.00;
 752;40.50;22.00;12.00;
 753;41.50;22.00;12.00;
 754;42.50;22.00;12.00;
 755;43.50;22.00;12.00;
 756;44.50;22.00;12.00;
 757;45.50;22.00;12.00;
 758;46.50;22.00;12.00;
 759;47.50;22.00;12.00;
 760;48.50;22.00;12.00;
 761;49.50;22.00;12.00;
 762;50.50;22.00;12.00;
 763;51.50;22.00;12.00;
 764;52.50;22.00;12.00;
 765;53.50;22.00;12.00;
 766;54.50;22.00;12.00;
 767;55.50;22.00;12.00;
 768;56.50;22.00;12.00;
 769;57.50;22.00;12.00;
 770;58.50;22.00;12.00;
 771;59.50;22.00;12.00;
 772;60.50;22.00;12.00;
 773;61.50;22.00;12.00;
 774;28.50;23.00;12.00;
 775;29.50;23.00;12.00;
 776;30.50;23.00;12.00;
 777;31.50;23.00;12.00;
 778;32.50;23.00;12.00;
 779;33.50;23.00;12.00;
 780;34.50;23.00;12.00;
 781;35.50;23.00;12.00;
 782;36.50;23.00;12.00;
 783;37.50;23.00;12.00;
 784;38.50;23.00;12.00;
 785;39.50;23.00;12.00;
 786;40.50;23.00;12.00;
 787;41.50;23.00;12.00;
 788;42.50;23.00;12.00;
 789;43.50;23.00;12.00;
 790;44.50;23.00;12.00;
 791;45.50;23.00;12.00;
 792;46.50;23.00;12.00;
 793;47.50;23.00;12.00;
 794;48.50;23.00;12.00;
 795;49.50;23.00;12.00;
 796;50.50;23.00;12.00;
 797;51.50;23.00;12.00;
 798;52.50;23.00;12.00;
 799;53.50;23.00;12.00;
 800;54.50;23.00;12.00;
 801;55.50;23.00;12.00;
 802;56.50;23.00;12.00;
 803;57.50;23.00;12.00;
 804;58.50;23.00;12.00;
 805;59.50;23.00;12.00;
 806;60.50;23.00;12.00;
 807;61.50;23.00;12.00;
 808;28.50;24.00;12.00;
 809;29.50;24.00;12.00;
 810;30.50;24.00;12.00;
 811;31.50;24.00;12.00;
 812;32.50;24.00;12.00;
 813;33.50;24.00;12.00;
 814;34.50;24.00;12.00;
 815;35.50;24.00;12.00;
 816;36.50;24.00;12.00;
 817;37.50;24.00;12.00;
 818;38.50;24.00;12.00;
 819;39.50;24.00;12.00;
 820;40.50;24.00;12.00;
 821;41.50;24.00;12.00;
 822;42.50;24.00;12.00;
 823;43.50;24.00;12.00;
 824;44.50;24.00;12.00;
 825;45.50;24.00;12.00;
 826;46.50;24.00;12.00;
 827;47.50;24.00;12.00;
 828;48.50;24.00;12.00;
 829;49.50;24.00;12.00;
 830;50.50;24.00;12.00;
 831;51.50;24.00;12.00;
 832;52.50;24.00;12.00;
 833;53.50;24.00;12.00;
 834;54.50;24.00;12.00;
 835;55.50;24.00;12.00;
 836;56.50;24.00;12.00;
 837;57.50;24.00;12.00;
 838;58.50;24.00;12.00;
 839;59.50;24.00;12.00;
 840;60.50;24.00;12.00;
 841;61.50;24.00;12.00;
 842;62.50;24.00;12.00;
 843;62.50;23.00;12.00;
 844;63.50;24.00;12.00;
 845;63.50;23.00;12.00;
 846;64.50;24.00;12.00;
 847;64.50;23.00;12.00;
 848;65.50;24.00;12.00;
 849;65.50;23.00;12.00;
 850;66.50;24.00;12.00;
 851;66.50;23.00;12.00;
 852;67.50;24.00;12.00;
 853;67.50;23.00;12.00;
 854;68.50;24.00;12.00;
 855;68.50;23.00;12.00;
 856;69.50;24.00;12.00;
 857;69.50;23.00;12.00;
 858;70.50;24.00;12.00;
 859;70.50;23.00;12.00;
 860;71.50;24.00;12.00;
 861;71.50;23.00;12.00;
 862;28.50;25.00;12.00;
 863;29.50;25.00;12.00;
 864;30.50;25.00;12.00;
 865;31.50;25.00;12.00;
 866;32.50;25.00;12.00;
 867;33.50;25.00;12.00;
 868;34.50;25.00;12.00;
 869;35.50;25.00;12.00;
 870;36.50;25.00;12.00;
 871;37.50;25.00;12.00;
