Node;X (ft);Y (ft);Z (ft);Support
 872;38.50;25.00;12.00;
 873;39.50;25.00;12.00;
 874;40.50;25.00;12.00;
 875;41.50;25.00;12.00;
 876;42.50;25.00;12.00;
 877;43.50;25.00;12.00;
 878;44.50;25.00;12.00;
 879;45.50;25.00;12.00;
 880;46.50;25.00;12.00;
 881;47.50;25.00;12.00;
 882;48.50;25.00;12.00;
 883;49.50;25.00;12.00;
 884;50.50;25.00;12.00;
 885;51.50;25.00;12.00;
 886;52.50;25.00;12.00;
 887;53.50;25.00;12.00;
 888;54.50;25.00;12.00;
 889;55.50;25.00;12.00;
 890;56.50;25.00;12.00;
 891;57.50;25.00;12.00;
 892;58.50;25.00;12.00;
 893;59.50;25.00;12.00;
 894;60.50;25.00;12.00;
 895;61.50;25.00;12.00;
 896;62.50;25.00;12.00;
 897;63.50;25.00;12.00;
 898;64.50;25.00;12.00;
 899;65.50;25.00;12.00;
 900;66.50;25.00;12.00;
 901;67.50;25.00;12.00;
 902;68.50;25.00;12.00;
 903;69.50;25.00;12.00;
 904;70.50;25.00;12.00;
 905;71.50;25.00;12.00;
 906;28.50;26.00;12.00;
 907;29.50;26.00;12.00;
 908;30.50;26.00;12.00;
 909;31.50;26.00;12.00;
 910;32.50;26.00;12.00;
 911;33.50;26.00;12.00;
 912;34.50;26.00;12.00;
 913;35.50;26.00;12.00;
 914;36.50;26.00;12.00;
 915;37.50;26.00;12.00;
 916;38.50;26.00;12.00;
 917;39.50;26.00;12.00;
 918;40.50;26.00;12.00;
 919;41.50;26.00;12.00;
 920;42.50;26.00;12.00;
 921;43.50;26.00;12.00;
 922;44.50;26.00;12.00;
 923;45.50;26.00;12.00;
 924;46.50;26.00;12.00;
 925;47.50;26.00;12.00;
 926;48.50;26.00;12.00;
 927;49.50;26.00;12.00;
 928;50.50;26.00;12.00;
 929;51.50;26.00;12.00;
 930;52.50;26.00;12.00;
 931;53.50;26.00;12.00;
 932;54.50;26.00;12.00;
 933;55.50;26.00;12.00;
 934;56.50;26.00;12.00;
 935;57.50;26.00;12.00;
 936;58.50;26.00;12.00;
 937;59.50;26.00;12.00;
 938;60.50;26.00;12.00;
 939;61.50;26.00;12.00;
 940;62.50;26.00;12.00;
 941;63.50;26.00;12.00;
 942;64.50;26.00;12.00;
 943;65.50;26.00;12.00;
 944;66.50;26.00;12.00;
 945;67.50;26.00;12.00;
 946;68.50;26.00;12.00;
 947;69.50;26.00;12.00;
 948;70.50;26.00;12.00;
 949;71.50;26.00;12.00;
 950;28.50;27.00;12.00;
 951;29.50;27.00;12.00;
 952;30.50;27.00;12.00;
 953;31.50;27.00;12.00;
 954;32.50;27.00;12.00;
 955;33.50;27.00;12.00;
 956;34.50;27.00;12.00;
 957;35.50;27.00;12.00;
 958;36.50;27.00;12.00;
 959;37.50;27.00;12.00;
 960;38.50;27.00;12.00;
 961;39.50;27.00;12.00;
 962;40.50;27.00;12.00;
 963;41.50;27.00;12.00;
 964;42.50;27.00;12.00;
 965;43.50;27.00;12.00;
 966;44.50;27.00;12.00;
 967;45.50;27.00;12.00;
 968;46.50;27.00;12.00;
 969;47.50;27.00;12.00;
 970;48.50;27.00;12.00;
 971;49.50;27.00;12.00;
 972;50.50;27.00;12.00;
 973;51.50;27.00;12.00;
 974;52.50;27.00;12.00;
 975;53.50;27.00;12.00;
 976;54.50;27.00;12.00;
 977;55.50;27.00;12.00;
 978;56.50;27.00;12.00;
 979;57.50;27.00;12.00;
 980;58.50;27.00;12.00;
 981;59.50;27.00;12.00;
 982;60.50;27.00;12.00;
 983;61.50;27.00;12.00;
 984;62.50;27.00;12.00;
 985;63.50;27.00;12.00;
 986;64.50;27.00;12.00;
 987;65.50;27.00;12.00;
 988;66.50;27.00;12.00;
 989;67.50;27.00;12.00;
 990;68.50;27.00;12.00;
 991;69.50;27.00;12.00;
 992;70.50;27.00;12.00;
 993;71.50;27.00;12.00;
 994;28.50;28.00;12.00;
 995;29.50;28.00;12.00;
 996;30.50;28.00;12.00;
 997;31.50;28.00;12.00;
 998;32.50;28.00;12.00;
 999;33.50;28.00;12.00;
 1000;34.50;28.00;12.00;
 1001;35.50;28.00;12.00;
 1002;36.50;28.00;12.00;
 1003;37.50;28.00;12.00;
 1004;38.50;28.00;12.00;
 1005;39.50;28.00;12.00;
 1006;40.50;28.00;12.00;
 1007;41.50;28.00;12.00;
 1008;42.50;28.00;12.00;
 1009;43.50;28.00;12.00;
 1010;44.50;28.00;12.00;
 1011;45.50;28.00;12.00;
 1012;46.50;28.00;12.00;
 1013;47.50;28.00;12.00;
 1014;48.50;28.00;12.00;
 1015;49.50;28.00;12.00;
 1016;50.50;28.00;12.00;
 1017;51.50;28.00;12.00;
 1018;52.50;28.00;12.00;
 1019;53.50;28.00;12.00;
 1020;54.50;28.00;12.00;
 1021;55.50;28.00;12.00;
 1022;56.50;28.00;12.00;
 1023;57.50;28.00;12.00;
 1024;58.50;28.00;12.00;
 1025;59.50;28.00;12.00;
 1026;60.50;28.00;12.00;
 1027;61.50;28.00;12.00;
 1028;62.50;28.00;12.00;
 1029;63.50;28.00;12.00;
 1030;64.50;28.00;12.00;
 1031;65.50;28.00;12.00;
 1032;66.50;28.00;12.00;
 1033;67.50;28.00;12.00;
 1034;68.50;28.00;12.00;
 1035;69.50;28.00;12.00;
 1036;70.50;28.00;12.00;
 1037;71.50;28.00;12.00;
 1038;28.50;29.00;12.00;
 1039;29.50;29.00;12.00;
 1040;30.50;29.00;12.00;
 1041;31.50;29.00;12.00;
 1042;32.50;29.00;12.00;
 1043;33.50;29.00;12.00;
 1044;34.50;29.00;12.00;
 1045;35.50;29.00;12.00;
 1046;36.50;29.00;12.00;
 1047;37.50;29.00;12.00;
 1048;38.50;29.00;12.00;
 1049;39.50;29.00;12.00;
 1050;40.50;29.00;12.00;
 1051;41.50;29.00;12.00;
 1052;42.50;29.00;12.00;
 1053;43.50;29.00;12.00;
 1054;44.50;29.00;12.00;
 1055;45.50;29.00;12.00;
 1056;46.50;29.00;12.00;
 1057;47.50;29.00;12.00;
 1058;48.50;29.00;12.00;
 1059;49.50;29.00;12.00;
 1060;50.50;29.00;12.00;
 1061;51.50;29.00;12.00;
 1062;52.50;29.00;12.00;
 1063;53.50;29.00;12.00;
 1064;54.50;29.00;12.00;
 1065;55.50;29.00;12.00;
 1066;56.50;29.00;12.00;
 1067;57.50;29.00;12.00;
 1068;58.50;29.00;12.00;
 1069;59.50;29.00;12.00;
 1070;60.50;29.00;12.00;
 1071;61.50;29.00;12.00;
 1072;62.50;29.00;12.00;
 1073;63.50;29.00;12.00;
 1074;64.50;29.00;12.00;
 1075;65.50;29.00;12.00;
 1076;66.50;29.00;12.00;
 1077;67.50;29.00;12.00;
 1078;68.50;29.00;12.00;
 1079;69.50;29.00;12.00;
 1080;70.50;29.00;12.00;
 1081;71.50;29.00;12.00;
 1082;28.50;30.00;12.00;
 1083;29.50;30.00;12.00;
 1084;30.50;30.00;12.00;
 1085;31.50;30.00;12.00;
 1086;32.50;30.00;12.00;
 1087;33.50;30.00;12.00;
 1088;34.50;30.00;12.00;
 1089;35.50;30.00;12.00;
 1090;36.50;30.00;12.00;
 1091;37.50;30.00;12.00;
 1092;38.50;30.00;12.00;
 1093;39.50;30.00;12.00;
 1094;40.50;30.00;12.00;
 1095;41.50;30.00;12.00;
 1096;42.50;30.00;12.00;
 1097;43.50;30.00;12.00;
 1098;44.50;30.00;12.00;
 1099;45.50;30.00;12.00;
 1100;46.50;30.00;12.00;
 1101;47.50;30.00;12.00;
 1102;48.50;30.00;12.00;
 1103;49.50;30.00;12.00;
 1104;50.50;30.00;12.00;
 1105;51.50;30.00;12.00;
 1106;52.50;30.00;12.00;
 1107;53.50;30.00;12.00;
 1108;54.50;30.00;12.00;
 1109;55.50;30.00;12.00;
 1110;56.50;30.00;12.00;
 1111;57.50;30.00;12.00;
 1112;58.50;30.00;12.00;
 1113;59.50;30.00;12.00;
 1114;60.50;30.00;12.00;
 1115;61.50;30.00;12.00;
 1116;62.50;30.00;12.00;
 1117;63.50;30.00;12.00;
 1118;64.50;30.00;12.00;
 1119;65.50;30.00;12.00;
 1120;66.50;30.00;12.00;
 1121;67.50;30.00;12.00;
 1122;68.50;30.00;12.00;
 1123;69.50;30.00;12.00;
 1124;70.50;30.00;12.00;
 1125;71.50;30.00;12.00;
 1126;28.50;31.00;12.00;
 1127;29.50;31.00;12.00;
 1128;30.50;31.00;12.00;
 1129;31.50;31.00;12.00;
 1130;32.50;31.00;12.00;
 1131;33.50;31.00;12.00;
 1132;34.50;31.00;12.00;
 1133;35.50;31.00;12.00;
 1134;36.50;31.00;12.00;
 1135;37.50;31.00;12.00;
 1136;38.50;31.00;12.00;
 1137;39.50;31.00;12.00;
 1138;40.50;31.00;12.00;
 1139;41.50;31.00;12.00;
 1140;42.50;31.00;12.00;
 1141;43.50;31.00;12.00;
 1142;44.50;31.00;12.00;
 1143;45.50;31.00;12.00;
 1144;46.50;31.00;12.00;
 1145;47.50;31.00;12.00;
 1146;48.50;31.00;12.00;
 1147;49.50;31.00;12.00;
 1148;50.50;31.00;12.00;
 1149;51.50;31.00;12.00;
 1150;52.50;31.00;12.00;
 1151;53.50;31.00;12.00;
 1152;54.50;31.00;12.00;
 1153;55.50;31.00;12.00;
 1154;56.50;31.00;12.00;
 1155;57.50;31.00;12.00;
 1156;58.50;31.00;12.00;
 1157;59.50;31.00;12.00;
 1158;60.50;31.00;12.00;
 1159;61.50;31.00;12.00;
 1160;62.50;31.00;12.00;
 1161;63.50;31.00;12.00;
 1162;64.50;31.00;12.00;
 1163;65.50;31.00;12.00;
 1164;66.50;31.00;12.00;
 1165;67.50;31.00;12.00;
 1166;68.50;31.00;12.00;
 1167;69.50;31.00;12.00;
 1168;70.50;31.00;12.00;
 1169;71.50;31.00;12.00;
 1170;28.48;0.0;12.00;
 1171;27.50;0.0;12.00;
 1172;27.50;1.00;12.00;
 1173;30.43;0.0;12.00;
 1174;29.45;0.0;12.00;
 1175;31.40;0.0;12.00;
 1176;33.36;0.0;12.00;
 1177;32.38;0.0;12.00;
 1178;34.33;0.0;12.00;
 1179;27.50;2.00;12.00;
 1180;27.50;3.00;12.00;
 1181;35.31;0.0;12.00;
 1182;36.29;0.0;12.00;
 1183;38.24;0.0;12.00;
 1184;37.26;0.0;12.00;
 1185;40.19;0.0;12.00;
 1186;39.21;0.0;12.00;
 1187;42.14;0.0;12.00;
 1188;41.17;0.0;12.00;
 1189;43.12;0.0;12.00;
 1190;44.10;0.0;12.00;
 1191;27.50;4.00;12.00;
 1192;27.50;5.00;12.00;
 1193;27.50;6.00;12.00;
 1194;27.50;7.00;12.00;
 1195;27.50;8.00;12.00;
 1196;27.50;9.00;12.00;
 1197;27.50;10.00;12.00;
 1198;27.50;11.00;12.00;
 1199;27.50;12.00;12.00;
 1200;27.50;13.00;12.00;
 1201;27.50;14.00;12.00;
 1202;27.50;15.00;12.00;
 1203;27.50;16.00;12.00;
 1204;27.50;17.00;12.00;
 1205;27.50;18.00;12.00;
 1206;27.50;19.00;12.00;
 1207;27.50;20.00;12.00;
 1208;27.50;21.00;12.00;
 1209;27.50;22.00;12.00;
 1210;46.05;0.0;12.00;
 1211;45.07;0.0;12.00;
 1213;47.02;0.0;12.00;
 1214;50.00;0.0;12.00;
 1215;49.00;0.0;12.00;
 1216;52.00;0.0;12.00;
 1217;51.00;0.0;12.00;
 1218;53.00;0.0;12.00;
 1219;55.00;0.0;12.00;
 1220;54.00;0.0;12.00;
 1221;57.00;0.0;12.00;
 1222;56.00;0.0;12.00;
 1223;59.00;0.0;12.00;
 1224;58.00;0.0;12.00;
 1225;61.00;0.0;12.00;
 1226;60.00;0.0;12.00;
 1228;62.00;1.00;12.00;
 1229;62.00;2.00;12.00;
 1230;62.00;3.00;12.00;
 1231;62.00;5.00;12.00;
 1232;62.00;4.00;12.00;
 1233;62.00;6.00;12.00;
 1234;62.00;9.00;12.00;
 1235;62.00;10.00;12.00;
 1236;62.00;8.00;12.00;
 1237;62.00;12.00;12.00;
 1238;62.00;14.00;12.00;
 1239;62.00;15.00;12.00;
 1240;62.00;13.00;12.00;
 1241;62.00;17.00;12.00;
 1242;62.00;19.00;12.00;
 1243;62.00;20.00;12.00;
 1244;62.00;18.00;12.00;
 1245;62.00;16.00;12.00;
 1246;62.00;11.00;12.00;
 1247;62.00;7.00;12.00;
 1248;62.00;21.00;12.00;
 1249;27.50;23.00;12.00;
 1250;27.50;24.00;12.00;
 1251;27.50;25.00;12.00;
 1252;27.50;26.00;12.00;
 1253;27.50;27.00;12.00;
 1254;27.50;28.00;12.00;
 1255;27.50;29.00;12.00;
 1256;27.50;30.00;12.00;
 1257;27.50;31.00;12.00;
 1258;30.43;32.00;12.00;
 1259;29.45;32.00;12.00;
 1260;32.38;32.00;12.00;
 1261;34.33;32.00;12.00;
 1262;35.31;32.00;12.00;
 1263;33.36;32.00;12.00;
 1264;31.40;32.00;12.00;
 1265;37.26;32.00;12.00;
 1266;39.21;32.00;12.00;
 1267;40.19;32.00;12.00;
 1268;38.24;32.00;12.00;
 1269;42.14;32.00;12.00;
 1270;44.10;32.00;12.00;
 1271;45.07;32.00;12.00;
 1272;43.12;32.00;12.00;
 1273;41.17;32.00;12.00;
 1274;36.29;32.00;12.00;
 1275;28.48;32.00;12.00;
 1276;46.05;32.00;12.00;
 1277;47.02;32.00;12.00;
 1278;49.00;32.00;12.00;
 1280;51.00;32.00;12.00;
 1281;53.00;32.00;12.00;
 1282;54.00;32.00;12.00;
 1283;52.00;32.00;12.00;
 1284;50.00;32.00;12.00;
 1285;55.00;32.00;12.00;
 1286;27.50;32.00;12.00;
 1288;64.00;22.00;12.00;
 1289;63.00;22.00;12.00;
 1290;66.00;22.00;12.00;
 1291;65.00;22.00;12.00;
 1292;67.00;22.00;12.00;
 1293;68.00;22.00;12.00;
 1294;69.00;22.00;12.00;
 1295;70.00;22.00;12.00;
 1296;71.00;22.00;12.00;
 1298;72.00;23.00;12.00;
 1299;72.00;24.00;12.00;
 1300;72.00;26.00;12.00;
 1301;72.00;28.00;12.00;
 1302;72.00;27.00;12.00;
 1303;72.00;25.00;12.00;
 1304;72.00;29.00;12.00;
 1305;56.00;32.00;12.00;
 1306;58.00;32.00;12.00;
 1307;57.00;32.00;12.00;
 1308;60.00;32.00;12.00;
 1309;62.00;32.00;12.00;
 1310;63.00;32.00;12.00;
 1311;61.00;32.00;12.00;
 1312;59.00;32.00;12.00;
 1313;64.00;32.00;12.00;
 1314;65.00;32.00;12.00;
 1315;66.00;32.00;12.00;
 1316;68.00;32.00;12.00;
 1317;67.00;32.00;12.00;
 1318;72.00;30.00;12.00;
 1319;70.00;32.00;12.00;
 1320;69.00;32.00;12.00;
 1321;72.00;31.00;12.00;
 1323;71.00;32.00;12.00;
 1325;0.0;32.00;0.0;
 1328;0.0;1.00;0.0;
 1329;0.0;2.00;0.0;
 1330;0.0;3.00;0.0;
 1331;0.0;4.00;0.0;
 1332;0.0;5.00;0.0;
 1333;0.0;6.00;0.0;
 1334;0.0;7.00;0.0;
 1335;0.0;8.00;0.0;
 1336;0.0;9.00;0.0;
 1337;0.0;10.00;0.0;
 1338;0.0;11.00;0.0;
 1339;0.0;12.00;0.0;
 1340;0.0;13.00;0.0;
 1341;0.0;14.00;0.0;
 1342;0.0;15.00;0.0;
 1343;0.0;16.00;0.0;
 1344;0.0;17.00;0.0;
 1345;0.0;18.00;0.0;
 1346;0.0;19.00;0.0;
 1347;0.0;20.00;0.0;
 1348;0.0;21.00;0.0;
 1349;0.0;22.00;0.0;
 1350;0.0;23.00;0.0;
 1351;0.0;24.00;0.0;
 1352;0.0;25.00;0.0;
 1353;0.0;26.00;0.0;
 1354;0.0;27.00;0.0;
 1355;0.0;28.00;0.0;
 1356;0.0;29.00;0.0;
 1357;0.0;30.00;0.0;
 1358;0.0;31.00;0.0;
 1359;0.0;32.00;1.00;
 1360;0.0;32.00;2.00;
 1361;0.0;32.00;3.00;
 1362;0.0;32.00;4.00;
 1363;0.0;32.00;5.00;
 1364;0.0;32.00;6.00;
 1365;0.0;32.00;7.00;
 1366;0.0;32.00;8.00;
 1367;0.0;32.00;9.00;
 1368;0.0;32.00;10.00;
 1369;0.0;32.00;11.00;
 1370;0.0;31.00;12.00;
 1371;0.0;30.00;12.00;
 1372;0.0;29.00;12.00;
 1373;0.0;28.00;12.00;
 1374;0.0;27.00;12.00;
 1375;0.0;26.00;12.00;
 1376;0.0;25.00;12.00;
 1377;0.0;24.00;12.00;
 1378;0.0;23.00;12.00;
 1379;0.0;22.00;12.00;
 1380;0.0;21.00;12.00;
 1381;0.0;20.00;12.00;
 1382;0.0;19.00;12.00;
 1383;0.0;18.00;12.00;
 1384;0.0;17.00;12.00;
 1385;0.0;16.00;12.00;
 1386;0.0;15.00;12.00;
 1387;0.0;14.00;12.00;
 1388;0.0;13.00;12.00;
 1389;0.0;12.00;12.00;
 1390;0.0;11.00;12.00;
 1391;0.0;10.00;12.00;
 1392;0.0;9.00;12.00;
 1393;0.0;8.00;12.00;
 1394;0.0;7.00;12.00;
 1395;0.0;6.00;12.00;
 1396;0.0;5.00;12.00;
 1397;0.0;4.00;12.00;
 1398;0.0;3.00;12.00;
 1399;0.0;2.00;12.00;
 1400;0.0;1.00;12.00;
 1401;0.0;0.0;11.00;
 1402;0.0;0.0;10.00;
 1403;0.0;0.0;9.00;
 1404;0.0;0.0;8.00;
 1405;0.0;0.0;7.00;
 1406;0.0;0.0;6.00;
 1407;0.0;0.0;5.00;
 1408;0.0;0.0;4.00;
 1409;0.0;0.0;3.00;
 1410;0.0;0.0;2.00;
 1411;0.0;0.0;1.00;
 1412;0.0;1.00;1.00;
 1413;0.0;1.00;2.00;
 1414;0.0;1.00;3.00;
 1415;0.0;1.00;4.00;
 1416;0.0;1.00;5.00;
 1417;0.0;1.00;6.00;
 1418;0.0;1.00;7.00;
 1419;0.0;1.00;8.00;
 1420;0.0;1.00;9.00;
 1421;0.0;1.00;10.00;
 1422;0.0;1.00;11.00;
 1423;0.0;2.00;1.00;
 1424;0.0;2.00;2.00;
 1425;0.0;2.00;3.00;
 1426;0.0;2.00;4.00;
 1427;0.0;2.00;5.00;
 1428;0.0;2.00;6.00;
 1429;0.0;2.00;7.00;
 1430;0.0;2.00;8.00;
 1431;0.0;2.00;9.00;
 1432;0.0;2.00;10.00;
 1433;0.0;2.00;11.00;
 1434;0.0;3.00;1.00;
 1435;0.0;3.00;2.00;
 1436;0.0;3.00;3.00;
 1437;0.0;3.00;4.00;
 1438;0.0;3.00;5.00;
 1439;0.0;3.00;6.00;
 1440;0.0;3.00;7.00;
 1441;0.0;3.00;8.00;
 1442;0.0;3.00;9.00;
 1443;0.0;3.00;10.00;
 1444;0.0;3.00;11.00;
 1445;0.0;4.00;1.00;
 1446;0.0;4.00;2.00;
 1447;0.0;4.00;3.00;
 1448;0.0;4.00;4.00;
 1449;0.0;4.00;5.00;
 1450;0.0;4.00;6.00;
 1451;0.0;4.00;7.00;
 1452;0.0;4.00;8.00;
 1453;0.0;4.00;9.00;
 1454;0.0;4.00;10.00;
 1455;0.0;4.00;11.00;
 1456;0.0;5.00;1.00;
 1457;0.0;5.00;2.00;
 1458;0.0;5.00;3.00;
 1459;0.0;5.00;4.00;
 1460;0.0;5.00;5.00;
 1461;0.0;5.00;6.00;
 1462;0.0;5.00;7.00;
 1463;0.0;5.00;8.00;
 1464;0.0;5.00;9.00;
 1465;0.0;5.00;10.00;
 1466;0.0;5.00;11.00;
 1467;0.0;6.00;1.00;
 1468;0.0;6.00;2.00;
 1469;0.0;6.00;3.00;
 1470;0.0;6.00;4.00;
 1471;0.0;6.00;5.00;
 1472;0.0;6.00;6.00;
 1473;0.0;6.00;7.00;
 1474;0.0;6.00;8.00;
 1475;0.0;6.00;9.00;
 1476;0.0;6.00;10.00;
 1477;0.0;6.00;11.00;
 1478;0.0;7.00;1.00;
 1479;0.0;7.00;2.00;
 1480;0.0;7.00;3.00;
 1481;0.0;7.00;4.00;
 1482;0.0;7.00;5.00;
 1483;0.0;7.00;6.00;
 1484;0.0;7.00;7.00;
 1485;0.0;7.00;8.00;
 1486;0.0;7.00;9.00;
 1487;0.0;7.00;10.00;
 1488;0.0;7.00;11.00;
 1489;0.0;8.00;1.00;
 1490;0.0;8.00;2.00;
 1491;0.0;8.00;3.00;
 1492;0.0;8.00;4.00;
 1493;0.0;8.00;5.00;
 1494;0.0;8.00;6.00;
 1495;0.0;8.00;7.00;
 1496;0.0;8.00;8.00;
 1497;0.0;8.00;9.00;
 1498;0.0;8.00;10.00;
 1499;0.0;8.00;11.00;
 1500;0.0;9.00;1.00;
 1501;0.0;9.00;2.00;
 1502;0.0;9.00;3.00;
 1503;0.0;9.00;4.00;
 1504;0.0;9.00;5.00;
 1505;0.0;9.00;6.00;
 1506;0.0;9.00;7.00;
 1507;0.0;9.00;8.00;
 1508;0.0;9.00;9.00;
 1509;0.0;9.00;10.00;
 1510;0.0;9.00;11.00;
 1511;0.0;10.00;1.00;
 1512;0.0;10.00;2.00;
 1513;0.0;10.00;3.00;
 1514;0.0;10.00;4.00;
 1515;0.0;10.00;5.00;
 1516;0.0;10.00;6.00;
 1517;0.0;10.00;7.00;
 1518;0.0;10.00;8.00;
 1519;0.0;10.00;9.00;
 1520;0.0;10.00;10.00;
 1521;0.0;10.00;11.00;
 1522;0.0;11.00;1.00;
 1523;0.0;11.00;2.00;
 1524;0.0;11.00;3.00;
 1525;0.0;11.00;4.00;
 1526;0.0;11.00;5.00;
 1527;0.0;11.00;6.00;
 1528;0.0;11.00;7.00;
 1529;0.0;11.00;8.00;
 1530;0.0;11.00;9.00;
 1531;0.0;11.00;10.00;
 1532;0.0;11.00;11.00;
 1533;0.0;12.00;1.00;
 1534;0.0;12.00;2.00;
 1535;0.0;12.00;3.00;
 1536;0.0;12.00;4.00;
 1537;0.0;12.00;5.00;
 1538;0.0;12.00;6.00;
 1539;0.0;12.00;7.00;
 1540;0.0;12.00;8.00;
 1541;0.0;12.00;9.00;
 1542;0.0;12.00;10.00;
 1543;0.0;12.00;11.00;
 1544;0.0;13.00;1.00;
 1545;0.0;13.00;2.00;
 1546;0.0;13.00;3.00;
 1547;0.0;13.00;4.00;
 1548;0.0;13.00;5.00;
 1549;0.0;13.00;6.00;
 1550;0.0;13.00;7.00;
 1551;0.0;13.00;8.00;
 1552;0.0;13.00;9.00;
 1553;0.0;13.00;10.00;
 1554;0.0;13.00;11.00;
 1555;0.0;14.00;1.00;
 1556;0.0;14.00;2.00;
 1557;0.0;14.00;3.00;
 1558;0.0;14.00;4.00;
 1559;0.0;14.00;5.00;
 1560;0.0;14.00;6.00;
 1561;0.0;14.00;7.00;
 1562;0.0;14.00;8.00;
 1563;0.0;14.00;9.00;
 1564;0.0;14.00;10.00;
 1565;0.0;14.00;11.00;
 1566;0.0;15.00;1.00;
 1567;0.0;15.00;2.00;
 1568;0.0;15.00;3.00;
 1569;0.0;15.00;4.00;
 1570;0.0;15.00;5.00;
 1571;0.0;15.00;6.00;
 1572;0.0;15.00;7.00;
 1573;0.0;15.00;8.00;
 1574;0.0;15.00;9.00;
 1575;0.0;15.00;10.00;
 1576;0.0;15.00;11.00;
 1577;0.0;16.00;1.00;
 1578;0.0;16.00;2.00;
 1579;0.0;16.00;3.00;
 1580;0.0;16.00;4.00;
 1581;0.0;16.00;5.00;
 1582;0.0;16.00;6.00;
 1583;0.0;16.00;7.00;
 1584;0.0;16.00;8.00;
 1585;0.0;16.00;9.00;
 1586;0.0;16.00;10.00;
 1587;0.0;16.00;11.00;
 1588;0.0;17.00;1.00;
 1589;0.0;17.00;2.00;
 1590;0.0;17.00;3.00;
 1591;0.0;17.00;4.00;
 1592;0.0;17.00;5.00;
 1593;0.0;17.00;6.00;
 1594;0.0;17.00;7.00;
 1595;0.0;17.00;8.00;
 1596;0.0;17.00;9.00;
 1597;0.0;17.00;10.00;
 1598;0.0;17.00;11.00;
 1599;0.0;18.00;1.00;
 1600;0.0;18.00;2.00;
 1601;0.0;18.00;3.00;
 1602;0.0;18.00;4.00;
 1603;0.0;18.00;5.00;
 1604;0.0;18.00;6.00;
 1605;0.0;18.00;7.00;
 1606;0.0;18.00;8.00;
 1607;0.0;18.00;9.00;
 1608;0.0;18.00;10.00;
 1609;0.0;18.00;11.00;
 1610;0.0;19.00;1.00;
 1611;0.0;19.00;2.00;
 1612;0.0;19.00;3.00;
 1613;0.0;19.00;4.00;
 1614;0.0;19.00;5.00;
 1615;0.0;19.00;6.00;
 1616;0.0;19.00;7.00;
 1617;0.0;19.00;8.00;
 1618;0.0;19.00;9.00;
 1619;0.0;19.00;10.00;
 1620;0.0;19.00;11.00;
 1621;0.0;20.00;1.00;
 1622;0.0;20.00;2.00;
 1623;0.0;20.00;3.00;
 1624;0.0;20.00;4.00;
 1625;0.0;20.00;5.00;
 1626;0.0;20.00;6.00;
 1627;0.0;20.00;7.00;
 1628;0.0;20.00;8.00;
 1629;0.0;20.00;9.00;
 1630;0.0;20.00;10.00;
 1631;0.0;20.00;11.00;
 1632;0.0;21.00;1.00;
 1633;0.0;21.00;2.00;
 1634;0.0;21.00;3.00;
 1635;0.0;21.00;4.00;
 1636;0.0;21.00;5.00;
 1637;0.0;21.00;6.00;
 1638;0.0;21.00;7.00;
 1639;0.0;21.00;8.00;
 1640;0.0;21.00;9.00;
 1641;0.0;21.00;10.00;
 1642;0.0;21.00;11.00;
 1643;0.0;22.00;1.00;
 1644;0.0;22.00;2.00;
 1645;0.0;22.00;3.00;
 1646;0.0;22.00;4.00;
 1647;0.0;22.00;5.00;
 1648;0.0;22.00;6.00;
 1649;0.0;22.00;7.00;
 1650;0.0;22.00;8.00;
 1651;0.0;22.00;9.00;
 1652;0.0;22.00;10.00;
 1653;0.0;22.00;11.00;
 1654;0.0;23.00;1.00;
 1655;0.0;23.00;2.00;
 1656;0.0;23.00;3.00;
 1657;0.0;23.00;4.00;
 1658;0.0;23.00;5.00;
 1659;0.0;23.00;6.00;
 1660;0.0;23.00;7.00;
 1661;0.0;23.00;8.00;
 1662;0.0;23.00;9.00;
 1663;0.0;23.00;10.00;
 1664;0.0;23.00;11.00;
 1665;0.0;24.00;1.00;
 1666;0.0;24.00;2.00;
 1667;0.0;24.00;3.00;
 1668;0.0;24.00;4.00;
 1669;0.0;24.00;5.00;
 1670;0.0;24.00;6.00;
 1671;0.0;24.00;7.00;
 1672;0.0;24.00;8.00;
 1673;0.0;24.00;9.00;
 1674;0.0;24.00;10.00;
 1675;0.0;24.00;11.00;
 1676;0.0;25.00;1.00;
 1677;0.0;25.00;2.00;
 1678;0.0;25.00;3.00;
 1679;0.0;25.00;4.00;
 1680;0.0;25.00;5.00;
 1681;0.0;25.00;6.00;
 1682;0.0;25.00;7.00;
 1683;0.0;25.00;8.00;
 1684;0.0;25.00;9.00;
 1685;0.0;25.00;10.00;
 1686;0.0;25.00;11.00;
 1687;0.0;26.00;1.00;
 1688;0.0;26.00;2.00;
 1689;0.0;26.00;3.00;
 1690;0.0;26.00;4.00;
 1691;0.0;26.00;5.00;
 1692;0.0;26.00;6.00;
 1693;0.0;26.00;7.00;
 1694;0.0;26.00;8.00;
 1695;0.0;26.00;9.00;
 1696;0.0;26.00;10.00;
 1697;0.0;26.00;11.00;
 1698;0.0;27.00;1.00;
 1699;0.0;27.00;2.00;
 1700;0.0;27.00;3.00;
 1701;0.0;27.00;4.00;
 1702;0.0;27.00;5.00;
 1703;0.0;27.00;6.00;
 1704;0.0;27.00;7.00;
 1705;0.0;27.00;8.00;
 1706;0.0;27.00;9.00;
 1707;0.0;27.00;10.00;
 1708;0.0;27.00;11.00;
 1709;0.0;28.00;1.00;
