Panel;Node;Case;MXX (kNm/m);MYY (kNm/m);MXY (kNm/m);NXX (kN/m);NYY (kN/m);NXY (kN/m);QXX (kN/m);QYY (kN/m)
 3; 161; 102 (C);-486.68;-322.52;-133.21;0.0;0.0;0.0;-2693.11;-2069.02
 3; 162; 102 (C);-782.47;-430.03;-95.08;0.0;0.0;0.0;-1648.26;-1710.04
 3; 163; 102 (C);-996.27;-505.11;-81.99;0.0;0.0;0.0;-1110.92;-1594.35
 3; 164; 102 (C);-1132.43;-553.57;-76.08;0.0;0.0;0.0;-671.12;-1569.26
 3; 165; 102 (C);-1197.76;-581.81;-71.48;0.0;0.0;0.0;-259.27;-1595.80
 3; 166; 102 (C);-1194.18;-587.10;-66.95;0.0;0.0;0.0;168.85;-1674.09
 3; 167; 102 (C);-1117.15;-563.40;-63.88;0.0;0.0;0.0;663.63;-1806.44
 3; 168; 102 (C);-954.71;-500.04;-70.53;0.0;0.0;0.0;1277.84;-1997.70
 3; 169; 102 (C);-698.85;-388.52;-42.95;0.0;0.0;0.0;2326.72;-2200.13
 3; 170; 102 (C);-315.75;-125.64;65.29;0.0;0.0;0.0;5880.80;-2668.33
 3; 171; 102 (C);-67.67;-229.55;-285.05;0.0;0.0;0.0;-4006.35;-2466.32
 3; 172; 102 (C);-40.70;-450.76;-126.50;0.0;0.0;0.0;-818.21;-1926.88
 3; 173; 102 (C);27.18;-632.73;86.07;0.0;0.0;0.0;287.67;-2396.28
 3; 174; 102 (C);22.09;-904.52;146.34;0.0;0.0;0.0;156.02;-3495.59
 3; 175; 102 (C);157.67;-787.59;23.88;0.0;0.0;0.0;-490.08;-5516.99
 3; 176; 102 (C);-109.45;-833.25;-140.45;0.0;0.0;0.0;-1123.40;-3913.91
 3; 177; 102 (C);-474.66;-786.91;-143.22;0.0;0.0;0.0;-1601.94;-2583.95
 3; 178; 102 (C);-798.49;-822.18;-121.16;0.0;0.0;0.0;-1392.20;-2165.46
 3; 179; 102 (C);-1023.34;-842.87;-109.41;0.0;0.0;0.0;-1020.59;-1976.95
 3; 180; 102 (C);-1175.24;-878.72;-100.27;0.0;0.0;0.0;-660.65;-1915.29
 3; 181; 102 (C);-1245.34;-912.29;-95.27;0.0;0.0;0.0;-315.25;-1935.43
 3; 182; 102 (C);-1245.73;-939.64;-85.69;0.0;0.0;0.0;40.94;-2031.90
 3; 183; 102 (C);-1181.69;-943.06;-73.89;0.0;0.0;0.0;446.39;-2244.95
 3; 184; 102 (C);-1050.80;-921.86;-67.36;0.0;0.0;0.0;970.74;-2539.97
 3; 185; 102 (C);-730.49;-826.08;-56.26;0.0;0.0;0.0;1385.47;-2990.18
 3; 186; 102 (C);-422.61;-1086.63;-12.42;0.0;0.0;0.0;1301.89;-4120.86
 3; 187; 102 (C);76.28;-1055.98;-212.22;0.0;0.0;0.0;758.41;-6100.72
 3; 188; 102 (C);48.64;-1029.85;-320.96;0.0;0.0;0.0;10.80;-3382.76
 3; 189; 102 (C);37.11;-974.62;-168.63;0.0;0.0;0.0;-205.00;-2351.30
 3; 190; 102 (C);-36.97;-1222.21;66.34;0.0;0.0;0.0;-24.88;-2634.25
 3; 191; 102 (C);-2.02;-1321.03;81.34;0.0;0.0;0.0;-271.86;-2864.13
 3; 192; 102 (C);-90.85;-1375.05;27.25;0.0;0.0;0.0;-623.85;-3124.72
 3; 193; 102 (C);-279.90;-1312.75;-50.22;0.0;0.0;0.0;-954.84;-3029.18
 3; 194; 102 (C);-554.79;-1269.35;-90.92;0.0;0.0;0.0;-1145.90;-2741.46
 3; 195; 102 (C);-869.57;-1270.82;-93.15;0.0;0.0;0.0;-1127.71;-2430.24
 3; 196; 102 (C);-1090.21;-1260.99;-102.43;0.0;0.0;0.0;-917.65;-2278.96
 3; 197; 102 (C);-1228.35;-1251.86;-121.89;0.0;0.0;0.0;-646.85;-2208.96
 3; 198; 102 (C);-1305.33;-1291.36;-130.02;0.0;0.0;0.0;-372.84;-2212.59
 3; 199; 102 (C);-1304.57;-1348.45;-131.48;0.0;0.0;0.0;-133.96;-2293.60
 3; 200; 102 (C);-1273.09;-1412.86;-120.83;0.0;0.0;0.0;137.44;-2492.20
 3; 201; 102 (C);-1100.18;-1372.79;-87.56;0.0;0.0;0.0;459.67;-3016.73
 3; 202; 102 (C);-885.05;-1428.95;-137.86;0.0;0.0;0.0;901.93;-3595.64
 3; 203; 102 (C);-571.65;-1572.94;-228.31;0.0;0.0;0.0;1110.58;-3857.79
 3; 204; 102 (C);-256.65;-1717.00;-291.73;0.0;0.0;0.0;967.03;-3433.26
 3; 205; 102 (C);-42.20;-1628.03;-286.62;0.0;0.0;0.0;586.60;-2946.03
 3; 206; 102 (C);40.02;-1597.08;-169.77;0.0;0.0;0.0;219.49;-2377.33
 3; 207; 102 (C);-71.15;-1749.60;55.30;0.0;0.0;0.0;-178.96;-2493.61
 3; 208; 102 (C);-97.70;-1820.06;80.79;0.0;0.0;0.0;-404.55;-2615.63
 3; 209; 102 (C);-216.90;-1821.94;70.11;0.0;0.0;0.0;-663.84;-2697.44
 3; 210; 102 (C);-430.03;-1774.78;31.47;0.0;0.0;0.0;-881.61;-2728.47
 3; 211; 102 (C);-689.62;-1719.16;-11.56;0.0;0.0;0.0;-997.07;-2647.69
 3; 212; 102 (C);-945.29;-1676.71;-50.61;0.0;0.0;0.0;-976.79;-2560.50
 3; 213; 102 (C);-1203.44;-1690.80;-75.46;0.0;0.0;0.0;-848.19;-2497.26
 3; 214; 102 (C);-1346.35;-1683.33;-123.67;0.0;0.0;0.0;-638.50;-2460.53
 3; 215; 102 (C);-1395.78;-1685.76;-180.70;0.0;0.0;0.0;-415.55;-2435.03
 3; 216; 102 (C);-1407.63;-1777.29;-213.31;0.0;0.0;0.0;-252.60;-2451.91
 3; 217; 102 (C);-1259.52;-1828.20;-191.95;0.0;0.0;0.0;-286.68;-2557.29
 3; 218; 102 (C);-1243.96;-2040.80;-178.12;0.0;0.0;0.0;-167.47;-2847.03
 3; 219; 102 (C);-1161.98;-2075.33;-241.30;0.0;0.0;0.0;615.01;-5722.22
 3; 220; 102 (C);-806.66;-2290.97;-358.71;0.0;0.0;0.0;1525.95;-3216.69
 3; 221; 102 (C);-353.38;-2253.44;-332.68;0.0;0.0;0.0;1521.50;-2723.47
 3; 222; 102 (C);-111.65;-2185.20;-275.27;0.0;0.0;0.0;861.19;-2408.62
 3; 223; 102 (C);14.46;-2165.52;-158.58;0.0;0.0;0.0;413.10;-2084.48
 3; 224; 102 (C);-87.58;-2249.68;60.50;0.0;0.0;0.0;-248.13;-2276.67
 3; 225; 102 (C);-155.76;-2296.13;105.26;0.0;0.0;0.0;-494.03;-2342.86
 3; 226; 102 (C);-311.81;-2273.46;122.91;0.0;0.0;0.0;-729.45;-2448.14
 3; 227; 102 (C);-545.10;-2223.79;110.80;0.0;0.0;0.0;-906.13;-2534.95
 3; 228; 102 (C);-820.22;-2158.98;76.74;0.0;0.0;0.0;-988.75;-2598.00
 3; 229; 102 (C);-1091.38;-2096.55;20.67;0.0;0.0;0.0;-954.38;-2637.77
 3; 230; 102 (C);-1315.27;-2059.96;-53.33;0.0;0.0;0.0;-821.04;-2670.31
 3; 231; 102 (C);-1514.34;-2104.02;-123.15;0.0;0.0;0.0;-623.53;-2686.43
 3; 232; 102 (C);-1583.25;-2127.92;-221.93;0.0;0.0;0.0;-422.56;-2652.84
 3; 233; 102 (C);-1472.01;-2119.91;-290.96;0.0;0.0;0.0;-267.78;-2553.94
 3; 234; 102 (C);-1368.71;-2278.10;-360.07;0.0;0.0;0.0;-344.85;-2443.68
 3; 235; 102 (C);-1230.66;-2576.02;-452.61;0.0;0.0;0.0;-2195.34;-2242.39
 3; 236; 102 (C);-617.96;-2652.30;-395.82;0.0;0.0;0.0;3782.77;-2114.00
 3; 237; 102 (C);-433.58;-2732.73;-334.93;0.0;0.0;0.0;1621.88;-2001.43
 3; 238; 102 (C);-163.54;-2661.60;-272.74;0.0;0.0;0.0;1013.15;-1877.17
 3; 239; 102 (C);-10.35;-2658.53;-153.38;0.0;0.0;0.0;494.06;-1656.88
 3; 240; 102 (C);-90.36;-2715.79;79.37;0.0;0.0;0.0;-301.38;-1999.72
 3; 241; 102 (C);-188.35;-2745.18;144.26;0.0;0.0;0.0;-585.89;-2070.05
 3; 242; 102 (C);-376.80;-2714.53;187.32;0.0;0.0;0.0;-841.20;-2208.36
 3; 243; 102 (C);-641.88;-2661.47;198.00;0.0;0.0;0.0;-1022.38;-2377.48
 3; 244; 102 (C);-947.60;-2589.83;172.11;0.0;0.0;0.0;-1096.97;-2561.23
 3; 245; 102 (C);-1255.93;-2516.35;106.23;0.0;0.0;0.0;-1042.48;-2736.29
 3; 246; 102 (C);-1513.82;-2461.51;-1.69;0.0;0.0;0.0;-863.60;-2869.69
 3; 247; 102 (C);-1684.17;-2443.63;-139.69;0.0;0.0;0.0;-603.55;-2933.22
 3; 248; 102 (C);-1799.18;-2543.14;-264.43;0.0;0.0;0.0;-349.74;-2900.96
 3; 249; 102 (C);-1671.55;-2511.46;-406.75;0.0;0.0;0.0;-103.86;-2682.99
 3; 250; 102 (C);-1604.70;-2700.92;-542.57;0.0;0.0;0.0;16.07;-2374.66
 3; 251; 102 (C);-1517.26;-2933.86;-621.69;0.0;0.0;0.0;58.26;-1667.70
 3; 252; 102 (C);-1315.71;-2850.39;-570.75;0.0;0.0;0.0;719.26;841.85
 3; 253; 102 (C);-1037.09;-3153.34;-410.99;0.0;0.0;0.0;1394.69;-1232.83
 3; 254; 102 (C);-475.50;-3076.90;-355.35;0.0;0.0;0.0;1640.98;-1350.06
 3; 255; 102 (C);-200.90;-3052.17;-281.04;0.0;0.0;0.0;974.90;-1356.18
 3; 256; 102 (C);-32.44;-3062.36;-158.63;0.0;0.0;0.0;520.89;-1191.16
 3; 257; 102 (C);-81.23;-3140.55;99.45;0.0;0.0;0.0;-357.15;-1669.93
 3; 258; 102 (C);-198.14;-3162.80;185.44;0.0;0.0;0.0;-701.98;-1753.13
 3; 259; 102 (C);-413.68;-3138.67;253.85;0.0;0.0;0.0;-1014.37;-1936.69
 3; 260; 102 (C);-717.13;-3090.72;289.90;0.0;0.0;0.0;-1240.57;-2201.17
 3; 261; 102 (C);-1075.01;-3018.84;278.21;0.0;0.0;0.0;-1333.09;-2528.79
 3; 262; 102 (C);-1440.09;-2936.32;204.39;0.0;0.0;0.0;-1254.23;-2868.92
 3; 263; 102 (C);-1754.84;-2868.17;66.61;0.0;0.0;0.0;-1001.50;-3148.02
 3; 264; 102 (C);-1956.51;-2837.37;-124.39;0.0;0.0;0.0;-621.13;-3288.32
 3; 265; 102 (C);-2022.55;-2853.10;-332.79;0.0;0.0;0.0;-180.66;-3250.71
 3; 266; 102 (C);-1961.45;-2931.81;-523.35;0.0;0.0;0.0;219.42;-2954.82
 3; 267; 102 (C);-1786.49;-3035.88;-669.30;0.0;0.0;0.0;529.24;-2443.74
 3; 268; 102 (C);-1537.96;-3122.03;-726.98;0.0;0.0;0.0;820.02;-1782.37
 3; 269; 102 (C);-1234.12;-3178.19;-675.72;0.0;0.0;0.0;1132.88;-1091.57
 3; 270; 102 (C);-875.20;-3251.00;-542.17;0.0;0.0;0.0;1324.96;-648.62
 3; 271; 102 (C);-519.83;-3360.06;-421.32;0.0;0.0;0.0;1257.42;-896.78
 3; 272; 102 (C);-213.03;-3364.14;-306.49;0.0;0.0;0.0;932.32;-872.29
 3; 273; 102 (C);-53.82;-3389.47;-176.93;0.0;0.0;0.0;529.41;-714.63
 3; 274; 102 (C);-59.21;-3509.89;108.43;0.0;0.0;0.0;-416.32;-1279.81
 3; 275; 102 (C);-181.01;-3538.58;212.34;0.0;0.0;0.0;-844.62;-1359.67
 3; 276; 102 (C);-414.43;-3537.72;309.36;0.0;0.0;0.0;-1259.54;-1576.86
 3; 277; 102 (C);-762.03;-3512.05;378.41;0.0;0.0;0.0;-1586.21;-1955.43
 3; 278; 102 (C);-1192.74;-3452.43;391.48;0.0;0.0;0.0;-1738.26;-2473.56
 3; 279; 102 (C);-1647.78;-3369.56;317.88;0.0;0.0;0.0;-1640.78;-3055.57
 3; 280; 102 (C);-2044.25;-3291.19;149.49;0.0;0.0;0.0;-1273.08;-3559.62
 3; 281; 102 (C);-2303.97;-3250.19;-94.71;0.0;0.0;0.0;-687.92;-3843.51
 3; 282; 102 (C);-2374.27;-3256.71;-367.60;0.0;0.0;0.0;-5.15;-3793.23
 3; 283; 102 (C);-2253.46;-3321.07;-611.59;0.0;0.0;0.0;634.10;-3402.78
 3; 284; 102 (C);-1983.38;-3395.95;-774.22;0.0;0.0;0.0;1128.54;-2732.84
 3; 285; 102 (C);-1619.45;-3459.80;-830.88;0.0;0.0;0.0;1444.18;-1934.38
 3; 286; 102 (C);-1212.50;-3522.14;-776.95;0.0;0.0;0.0;1577.94;-1215.75
 3; 287; 102 (C);-809.26;-3575.53;-649.60;0.0;0.0;0.0;1523.38;-752.15
 3; 288; 102 (C);-459.63;-3607.60;-490.41;0.0;0.0;0.0;1282.82;-505.58
