Panel;Node;Case;MXX (kNm/m);MYY (kNm/m);MXY (kNm/m);NXX (kN/m);NYY (kN/m);NXY (kN/m);QXX (kN/m);QYY (kN/m)
 3; 289; 102 (C);-198.03;-3614.83;-335.10;0.0;0.0;0.0;906.64;-412.30
 3; 290; 102 (C);-78.96;-3644.10;-175.60;0.0;0.0;0.0;473.03;-240.72
 3; 291; 102 (C);-22.10;-3800.60;93.95;0.0;0.0;0.0;-459.47;-835.28
 3; 292; 102 (C);-127.27;-3856.40;206.84;0.0;0.0;0.0;-990.52;-833.52
 3; 293; 102 (C);-363.55;-3895.20;334.44;0.0;0.0;0.0;-1575.88;-1071.80
 3; 294; 102 (C);-759.39;-3921.44;452.86;0.0;0.0;0.0;-2098.07;-1530.39
 3; 295; 102 (C);-1285.88;-3890.55;499.71;0.0;0.0;0.0;-2390.73;-2356.57
 3; 296; 102 (C);-1872.44;-3835.82;439.05;0.0;0.0;0.0;-2301.87;-3301.73
 3; 297; 102 (C);-2395.42;-3764.97;246.25;0.0;0.0;0.0;-1765.57;-4187.25
 3; 298; 102 (C);-2733.63;-3717.70;-51.82;0.0;0.0;0.0;-856.59;-4727.51
 3; 299; 102 (C);-2806.54;-3724.70;-399.18;0.0;0.0;0.0;224.70;-4722.36
 3; 300; 102 (C);-2608.01;-3776.27;-689.35;0.0;0.0;0.0;1212.37;-4116.49
 3; 301; 102 (C);-2204.99;-3821.71;-877.26;0.0;0.0;0.0;1901.72;-3142.60
 3; 302; 102 (C);-1699.57;-3842.91;-927.40;0.0;0.0;0.0;2221.30;-2078.29
 3; 303; 102 (C);-1177.04;-3859.10;-864.19;0.0;0.0;0.0;2199.96;-1147.40
 3; 304; 102 (C);-713.08;-3859.97;-714.39;0.0;0.0;0.0;1912.38;-439.01
 3; 305; 102 (C);-356.28;-3841.21;-524.69;0.0;0.0;0.0;1451.69;-67.22
 3; 306; 102 (C);-124.44;-3807.33;-335.00;0.0;0.0;0.0;931.15;102.01
 3; 307; 102 (C);-20.29;-3792.22;-155.16;0.0;0.0;0.0;432.44;201.54
 3; 308; 102 (C);24.45;-3982.25;49.77;0.0;0.0;0.0;-402.76;-411.11
 3; 309; 102 (C);-24.72;-4073.82;148.45;0.0;0.0;0.0;-1081.66;-102.62
 3; 310; 102 (C);-245.13;-4232.10;321.62;0.0;0.0;0.0;-1925.91;-82.51
 3; 311; 102 (C);-668.58;-4232.27;492.08;0.0;0.0;0.0;-2816.99;-1003.65
 3; 312; 102 (C);-1347.52;-4315.62;568.48;0.0;0.0;0.0;-3436.86;-2053.69
 3; 313; 102 (C);-2099.72;-4363.63;536.78;0.0;0.0;0.0;-3409.67;-3586.99
 3; 314; 102 (C);-2795.11;-4324.64;358.00;0.0;0.0;0.0;-2657.81;-5173.55
 3; 315; 102 (C);-3266.03;-4286.04;-0.91;0.0;0.0;0.0;-1215.77;-6445.27
 3; 316; 102 (C);-3350.58;-4336.65;-413.46;0.0;0.0;0.0;568.91;-6294.22
 3; 317; 102 (C);-3029.41;-4380.07;-773.02;0.0;0.0;0.0;2127.77;-4992.44
 3; 318; 102 (C);-2456.04;-4374.19;-935.33;0.0;0.0;0.0;3037.40;-3362.34
 3; 319; 102 (C);-1760.97;-4255.48;-965.64;0.0;0.0;0.0;3300.19;-2149.12
 3; 320; 102 (C);-1113.96;-4157.61;-900.58;0.0;0.0;0.0;3081.98;-898.03
 3; 321; 102 (C);-564.06;-4101.18;-742.04;0.0;0.0;0.0;2468.41;284.14
 3; 322; 102 (C);-201.20;-4053.71;-500.08;0.0;0.0;0.0;1675.55;767.26
 3; 323; 102 (C);-3.58;-3892.12;-284.10;0.0;0.0;0.0;900.09;635.42
 3; 324; 102 (C);38.88;-3840.99;-114.67;0.0;0.0;0.0;332.87;592.22
 3; 325; 102 (C);35.63;-4041.40;-1.20;0.0;0.0;0.0;-62.08;-227.08
 3; 326; 102 (C);168.13;-4139.73;11.64;0.0;0.0;0.0;-842.04;855.63
 3; 327; 102 (C);22.89;-4413.00;284.27;0.0;0.0;0.0;-3450.33;3135.98
 3; 328; 102 (C);-650.64;-4519.10;511.50;0.0;0.0;0.0;-4147.91;311.09
 3; 329; 102 (C);-1345.45;-4663.98;540.06;0.0;0.0;0.0;-4920.70;-1702.20
 3; 330; 102 (C);-2234.76;-4973.76;601.99;0.0;0.0;0.0;-5449.28;-3534.97
 3; 331; 102 (C);-3311.15;-5025.30;433.22;0.0;0.0;0.0;-4384.43;-8836.70
 3; 332; 102 (C);-4108.19;-5501.10;-13.68;0.0;0.0;0.0;-1823.43;-8225.22
 3; 333; 102 (C);-4109.51;-5341.69;-384.50;0.0;0.0;0.0;1898.14;-9182.77
 3; 334; 102 (C);-3309.98;-5099.72;-886.51;0.0;0.0;0.0;5268.47;-7336.25
 3; 335; 102 (C);-2357.84;-4742.62;-977.84;0.0;0.0;0.0;4846.00;-4079.66
 3; 336; 102 (C);-1836.76;-4728.27;-890.99;0.0;0.0;0.0;4546.48;-1913.28
 3; 337; 102 (C);-1082.39;-4379.74;-828.04;0.0;0.0;0.0;4471.97;-620.48
 3; 338; 102 (C);-310.17;-4146.70;-722.48;0.0;0.0;0.0;3328.81;1010.66
 3; 339; 102 (C);60.61;-4144.99;-295.89;0.0;0.0;0.0;619.84;3793.73
 3; 340; 102 (C);109.03;-3912.96;-164.78;0.0;0.0;0.0;419.11;1565.69
 3; 341; 102 (C);75.45;-3768.68;-71.80;0.0;0.0;0.0;65.73;594.70
 3; 342; 102 (C);-21.09;-4103.47;-11.85;0.0;0.0;0.0;478.81;-352.01
 3; 343; 102 (C);35.75;-3951.03;-84.89;0.0;0.0;0.0;3212.98;119.08
 3; 344; 102 (C);-248.37;-4247.49;324.05;0.0;0.0;0.0;-4813.87;0.28
 3; 345; 102 (C);-1359.76;-5020.56;298.20;0.0;0.0;0.0;-6901.63;-1294.47
 3; 346; 102 (C);-2283.44;-5664.63;314.66;0.0;0.0;0.0;-9487.24;-2588.95
 3; 347; 102 (C);-3014.81;-5766.01;-726.95;0.0;0.0;0.0;5678.84;-3175.53
 3; 348; 102 (C);-1786.85;-5091.50;-640.21;0.0;0.0;0.0;6266.47;-1279.79
 3; 349; 102 (C);-1069.26;-4563.11;-576.28;0.0;0.0;0.0;5772.96;-442.17
 3; 350; 102 (C);-364.13;-4005.78;-530.36;0.0;0.0;0.0;8528.03;630.54
 3; 351; 102 (C);297.46;-3560.36;-118.05;0.0;0.0;0.0;258.99;775.90
 3; 352; 102 (C);-10.20;-3766.76;-80.90;0.0;0.0;0.0;-668.30;283.31
 3; 353; 102 (C);2.56;-4176.99;26.37;0.0;0.0;0.0;265.37;-555.66
 3; 354; 102 (C);-124.37;-4107.94;99.69;0.0;0.0;0.0;2933.40;-682.88
 3; 355; 102 (C);-504.73;-4573.81;-184.11;0.0;0.0;0.0;-9386.29;-1342.13
 3; 356; 102 (C);-1271.82;-5250.73;-131.67;0.0;0.0;0.0;-7583.43;-718.76
 3; 357; 102 (C);-2763.33;-6214.72;-94.43;0.0;0.0;0.0;-9059.13;-848.38
 3; 358; 102 (C);-2873.21;-6104.74;-306.67;0.0;0.0;0.0;9324.79;-990.03
 3; 359; 102 (C);-1749.78;-5321.51;-251.51;0.0;0.0;0.0;6755.01;-255.80
 3; 360; 102 (C);-1002.85;-4690.68;-188.27;0.0;0.0;0.0;6256.83;-272.84
 3; 361; 102 (C);-9.02;-3978.61;-51.03;0.0;0.0;0.0;4315.57;-998.60
 3; 362; 102 (C);-100.91;-3761.34;-256.33;0.0;0.0;0.0;-3188.35;-729.27
 3; 363; 102 (C);11.56;-3815.26;-117.57;0.0;0.0;0.0;-335.07;-19.10
 3; 364; 102 (C);76.12;-4266.10;4.56;0.0;0.0;0.0;-203.56;-625.58
 3; 365; 102 (C);123.31;-4398.92;-11.31;0.0;0.0;0.0;-722.71;-1219.25
 3; 366; 102 (C);90.97;-4789.14;-141.26;0.0;0.0;0.0;-2546.62;-4499.27
 3; 367; 102 (C);-405.51;-4886.83;-475.57;0.0;0.0;0.0;-4560.18;-1246.68
 3; 368; 102 (C);-1263.68;-5307.10;-518.46;0.0;0.0;0.0;-6582.63;140.68
 3; 369; 102 (C);-2601.11;-6106.94;-479.96;0.0;0.0;0.0;-9486.83;1187.97
 3; 370; 102 (C);-3013.57;-6198.92;93.81;0.0;0.0;0.0;8363.26;1616.24
 3; 371; 102 (C);-1623.27;-5267.48;157.80;0.0;0.0;0.0;6667.68;904.08
 3; 372; 102 (C);-919.05;-4732.65;165.56;0.0;0.0;0.0;5072.06;123.97
 3; 373; 102 (C);-393.40;-4504.19;190.83;0.0;0.0;0.0;4006.05;-1303.61
 3; 374; 102 (C);170.68;-4281.63;-3.76;0.0;0.0;0.0;3462.05;-3869.04
 3; 375; 102 (C);203.44;-3978.47;-156.77;0.0;0.0;0.0;610.09;-824.38
 3; 376; 102 (C);72.60;-3902.10;-99.39;0.0;0.0;0.0;71.01;-130.62
 3; 377; 102 (C);48.94;-4348.49;-64.41;0.0;0.0;0.0;-505.98;-352.84
 3; 378; 102 (C);18.16;-4443.94;-212.21;0.0;0.0;0.0;-1325.13;-442.65
 3; 379; 102 (C);-210.32;-4694.18;-397.24;0.0;0.0;0.0;-2443.92;-558.84
 3; 380; 102 (C);-655.79;-4870.82;-618.15;0.0;0.0;0.0;-3740.10;-8.48
 3; 381; 102 (C);-1382.89;-5123.17;-761.11;0.0;0.0;0.0;-4940.13;1310.90
 3; 382; 102 (C);-1998.57;-5254.70;-900.72;0.0;0.0;0.0;-6320.16;3181.31
 3; 383; 102 (C);-3261.01;-5453.92;-959.11;0.0;0.0;0.0;-5931.71;9735.97
 3; 384; 102 (C);-4302.70;-5625.29;-382.87;0.0;0.0;0.0;-3155.45;10581.22
 3; 385; 102 (C);-2470.84;-5499.92;513.33;0.0;0.0;0.0;8743.81;3565.94
 3; 386; 102 (C);-1651.81;-4991.25;464.72;0.0;0.0;0.0;5231.74;1910.76
 3; 387; 102 (C);-984.29;-4658.28;386.28;0.0;0.0;0.0;4184.10;855.83
 3; 388; 102 (C);-428.25;-4410.03;293.30;0.0;0.0;0.0;3101.33;120.92
 3; 389; 102 (C);-91.75;-4278.77;143.40;0.0;0.0;0.0;2023.58;-500.85
 3; 390; 102 (C);56.04;-4079.47;20.45;0.0;0.0;0.0;1074.38;-403.30
 3; 391; 102 (C);48.19;-3972.38;-23.22;0.0;0.0;0.0;377.52;61.43
 3; 392; 102 (C);-12.81;-4276.78;-141.64;0.0;0.0;0.0;-587.23;171.58
 3; 393; 102 (C);-96.32;-4317.62;-324.37;0.0;0.0;0.0;-1293.04;342.52
 3; 394; 102 (C);-351.72;-4425.66;-509.57;0.0;0.0;0.0;-2102.96;639.56
 3; 395; 102 (C);-781.83;-4546.36;-690.06;0.0;0.0;0.0;-2945.30;1198.21
 3; 396; 102 (C);-1403.23;-4664.29;-823.43;0.0;0.0;0.0;-3683.12;2243.93
 3; 397; 102 (C);-2256.07;-4792.79;-854.40;0.0;0.0;0.0;-3940.89;3687.30
 3; 398; 102 (C);-3043.88;-4854.50;-745.19;0.0;0.0;0.0;-3237.01;5841.24
 3; 399; 102 (C);-3379.09;-4582.67;-462.44;0.0;0.0;0.0;-1858.68;7634.30
 3; 400; 102 (C);-3974.20;-5170.48;-7.95;0.0;0.0;0.0;752.31;8468.33
 3; 401; 102 (C);-3321.24;-4620.15;420.36;0.0;0.0;0.0;3035.88;8655.70
 3; 402; 102 (C);-2416.79;-4597.28;660.35;0.0;0.0;0.0;4089.64;4387.40
 3; 403; 102 (C);-1697.50;-4516.04;577.81;0.0;0.0;0.0;3849.48;2665.49
 3; 404; 102 (C);-1055.89;-4352.33;505.57;0.0;0.0;0.0;3274.13;1635.54
 3; 405; 102 (C);-561.77;-4207.86;390.42;0.0;0.0;0.0;2557.22;918.54
 3; 406; 102 (C);-228.93;-4078.59;257.92;0.0;0.0;0.0;1794.33;566.38
 3; 407; 102 (C);-51.93;-3972.61;135.93;0.0;0.0;0.0;1079.55;421.89
 3; 408; 102 (C);12.17;-3904.01;53.50;0.0;0.0;0.0;484.03;509.89
 3; 409; 102 (C);-77.10;-4048.55;-186.55;0.0;0.0;0.0;-545.36;747.08
 3; 410; 102 (C);-163.22;-4013.43;-378.10;0.0;0.0;0.0;-1136.78;1036.54
 3; 411; 102 (C);-441.86;-4063.23;-543.02;0.0;0.0;0.0;-1716.29;1364.14
 3; 412; 102 (C);-848.99;-4100.83;-690.18;0.0;0.0;0.0;-2256.12;1910.79
 3; 413; 102 (C);-1399.63;-4106.84;-785.08;0.0;0.0;0.0;-2606.04;2724.95
 3; 414; 102 (C);-2023.42;-4061.80;-785.86;0.0;0.0;0.0;-2567.21;3861.32
 3; 415; 102 (C);-2620.47;-3987.70;-619.81;0.0;0.0;0.0;-2006.12;5060.55
 3; 416; 102 (C);-3053.31;-3950.03;-357.03;0.0;0.0;0.0;-743.01;5866.59
 3; 417; 102 (C);-3052.79;-3757.89;27.45;0.0;0.0;0.0;671.33;6305.60
 3; 418; 102 (C);-2782.52;-3852.45;365.40;0.0;0.0;0.0;1792.08;5304.73
 3; 419; 102 (C);-2247.28;-3957.04;533.51;0.0;0.0;0.0;2555.16;4120.48
 3; 420; 102 (C);-1638.95;-3947.04;569.91;0.0;0.0;0.0;2725.41;3003.95
 3; 421; 102 (C);-1088.75;-3909.63;525.69;0.0;0.0;0.0;2500.94;2168.06
 3; 422; 102 (C);-640.38;-3850.47;432.24;0.0;0.0;0.0;2059.33;1587.16
 3; 423; 102 (C);-317.54;-3785.88;318.63;0.0;0.0;0.0;1525.71;1222.32
 3; 424; 102 (C);-120.78;-3730.82;205.51;0.0;0.0;0.0;976.60;1039.44
 3; 425; 102 (C);-28.15;-3694.21;100.06;0.0;0.0;0.0;466.03;994.21
 3; 426; 102 (C);-126.80;-3684.52;-210.28;0.0;0.0;0.0;-483.65;1267.96
 3; 427; 102 (C);-202.05;-3613.92;-379.13;0.0;0.0;0.0;-946.35;1568.12
 3; 428; 102 (C);-474.79;-3618.41;-520.22;0.0;0.0;0.0;-1369.52;1883.76
 3; 429; 102 (C);-849.36;-3595.90;-626.95;0.0;0.0;0.0;-1713.49;2329.17
 3; 430; 102 (C);-1315.03;-3535.93;-678.21;0.0;0.0;0.0;-1874.09;2925.78
 3; 431; 102 (C);-1817.75;-3444.61;-642.30;0.0;0.0;0.0;-1753.19;3630.87
 3; 432; 102 (C);-2272.78;-3331.88;-509.21;0.0;0.0;0.0;-1269.53;4311.88
 3; 433; 102 (C);-2555.63;-3249.50;-270.24;0.0;0.0;0.0;-511.00;4797.62
 3; 434; 102 (C);-2590.66;-3207.23;12.15;0.0;0.0;0.0;386.97;4754.46
 3; 435; 102 (C);-2385.44;-3248.81;265.47;0.0;0.0;0.0;1203.61;4406.99
 3; 436; 102 (C);-2010.21;-3327.32;436.16;0.0;0.0;0.0;1737.73;3768.03
 3; 437; 102 (C);-1536.68;-3382.09;497.12;0.0;0.0;0.0;1966.23;3078.24
 3; 438; 102 (C);-1070.22;-3412.87;483.58;0.0;0.0;0.0;1905.77;2482.77
 3; 439; 102 (C);-668.66;-3418.85;420.48;0.0;0.0;0.0;1644.15;2031.51
 3; 440; 102 (C);-360.89;-3407.29;331.78;0.0;0.0;0.0;1268.59;1720.41
 3; 441; 102 (C);-159.80;-3392.78;229.86;0.0;0.0;0.0;841.39;1525.41
 3; 442; 102 (C);-57.82;-3366.68;119.89;0.0;0.0;0.0;414.17;1443.99
 3; 443; 102 (C);-32.10;-3200.85;-202.91;0.0;0.0;0.0;-453.42;1719.24
 3; 444; 102 (C);-190.14;-3146.46;-345.96;0.0;0.0;0.0;-773.80;1988.98
 3; 445; 102 (C);-456.99;-3127.82;-457.85;0.0;0.0;0.0;-1097.53;2257.90
 3; 446; 102 (C);-795.24;-3073.40;-527.29;0.0;0.0;0.0;-1334.32;2588.56
 3; 447; 102 (C);-1195.26;-2985.51;-544.68;0.0;0.0;0.0;-1413.10;2977.30
 3; 448; 102 (C);-1611.28;-2874.03;-499.78;0.0;0.0;0.0;-1279.23;3392.88
 3; 449; 102 (C);-1975.27;-2762.59;-379.70;0.0;0.0;0.0;-894.23;3766.16
 3; 450; 102 (C);-2138.62;-2620.86;-177.26;0.0;0.0;0.0;-319.63;3931.03
 3; 451; 102 (C);-2280.41;-2755.71;40.89;0.0;0.0;0.0;330.76;4058.00
 3; 452; 102 (C);-2062.68;-2696.03;195.31;0.0;0.0;0.0;872.63;3785.14
 3; 453; 102 (C);-1780.98;-2763.14;328.26;0.0;0.0;0.0;1263.74;3435.81
 3; 454; 102 (C);-1407.19;-2838.80;396.93;0.0;0.0;0.0;1485.00;3029.26
 3; 455; 102 (C);-1009.61;-2903.97;403.93;0.0;0.0;0.0;1493.77;2651.92
 3; 456; 102 (C);-650.91;-2948.97;370.24;0.0;0.0;0.0;1331.39;2340.89
 3; 457; 102 (C);-363.65;-2971.70;308.73;0.0;0.0;0.0;1053.78;2101.35
 3; 458; 102 (C);-171.92;-2981.18;224.38;0.0;0.0;0.0;711.22;1925.44
 3; 459; 102 (C);-76.24;-2951.49;120.92;0.0;0.0;0.0;355.17;1834.39
 3; 460; 102 (C);-11.16;-2677.03;-170.08;0.0;0.0;0.0;-352.49;2089.93
 3; 461; 102 (C);-167.34;-2636.23;-300.25;0.0;0.0;0.0;-636.53;2333.03
 3; 462; 102 (C);-401.02;-2615.37;-377.25;0.0;0.0;0.0;-904.37;2556.60
 3; 463; 102 (C);-702.40;-2548.16;-411.50;0.0;0.0;0.0;-1100.56;2773.77
 3; 464; 102 (C);-1061.72;-2450.56;-407.80;0.0;0.0;0.0;-1158.60;2982.69
 3; 465; 102 (C);-1432.90;-2335.54;-360.23;0.0;0.0;0.0;-1022.83;3178.72
 3; 466; 102 (C);-1699.27;-2192.19;-248.67;0.0;0.0;0.0;-705.66;3321.75
 3; 467; 102 (C);-1845.75;-2107.31;-114.57;0.0;0.0;0.0;-243.75;3404.55
 3; 468; 102 (C);-1975.70;-2210.96;21.32;0.0;0.0;0.0;254.86;3469.40
 3; 469; 102 (C);-1859.10;-2253.12;160.54;0.0;0.0;0.0;681.53;3352.20
 3; 470; 102 (C);-1569.07;-2251.36;232.95;0.0;0.0;0.0;1025.97;3138.49
 3; 471; 102 (C);-1265.83;-2320.46;287.44;0.0;0.0;0.0;1208.31;2935.51
 3; 472; 102 (C);-921.44;-2396.76;307.36;0.0;0.0;0.0;1246.63;2747.49
 3; 473; 102 (C);-593.30;-2460.07;297.26;0.0;0.0;0.0;1125.67;2576.90
 3; 474; 102 (C);-328.67;-2500.95;265.27;0.0;0.0;0.0;892.53;2418.09
 3; 475; 102 (C);-157.44;-2516.05;204.96;0.0;0.0;0.0;596.12;2264.76
 3; 476; 102 (C);-82.33;-2470.24;114.65;0.0;0.0;0.0;293.50;2164.95
 3; 477; 102 (C);13.33;-2116.89;-153.20;0.0;0.0;0.0;-259.60;2373.51
 3; 478; 102 (C);-107.02;-2094.85;-258.31;0.0;0.0;0.0;-507.89;2649.33
 3; 479; 102 (C);-305.05;-2097.08;-297.75;0.0;0.0;0.0;-777.51;2840.30
 3; 480; 102 (C);-583.84;-2019.73;-292.32;0.0;0.0;0.0;-999.64;2969.44
 3; 481; 102 (C);-933.14;-1917.83;-270.80;0.0;0.0;0.0;-1073.67;2975.22
 3; 482; 102 (C);-1246.66;-1779.50;-218.82;0.0;0.0;0.0;-948.00;2953.09
 3; 483; 102 (C);-1495.03;-1690.98;-151.43;0.0;0.0;0.0;-662.00;2962.87
 3; 484; 102 (C);-1699.35;-1712.38;-95.63;0.0;0.0;0.0;-290.05;2992.19
 3; 485; 102 (C);-1710.61;-1682.48;-2.94;0.0;0.0;0.0;141.54;2981.62
 3; 486; 102 (C);-1643.58;-1752.58;102.13;0.0;0.0;0.0;577.59;2946.32
 3; 487; 102 (C);-1446.16;-1809.40;168.09;0.0;0.0;0.0;918.08;2879.41
 3; 488; 102 (C);-1119.97;-1827.83;184.70;0.0;0.0;0.0;1116.47;2822.74
 3; 489; 102 (C);-809.36;-1892.24;201.67;0.0;0.0;0.0;1151.89;2812.61
 3; 490; 102 (C);-501.55;-1959.60;213.50;0.0;0.0;0.0;1028.42;2810.85
 3; 491; 102 (C);-253.59;-2012.02;216.32;0.0;0.0;0.0;781.04;2716.70
 3; 492; 102 (C);-112.28;-2009.93;186.26;0.0;0.0;0.0;481.98;2586.74
 3; 493; 102 (C);-73.38;-1939.35;114.37;0.0;0.0;0.0;214.42;2424.48
 3; 494; 102 (C);45.01;-1517.72;-147.72;0.0;0.0;0.0;-100.88;2533.60
 3; 495; 102 (C);-16.76;-1530.04;-241.83;0.0;0.0;0.0;-345.97;3017.17
 3; 496; 102 (C);-170.12;-1589.81;-227.13;0.0;0.0;0.0;-690.82;3314.49
 3; 497; 102 (C);-431.00;-1460.07;-171.60;0.0;0.0;0.0;-1044.41;3207.15
 3; 498; 102 (C);-781.15;-1345.89;-134.54;0.0;0.0;0.0;-1198.02;2917.17
 3; 499; 102 (C);-1110.33;-1274.76;-113.28;0.0;0.0;0.0;-1050.92;2707.08
 3; 500; 102 (C);-1394.04;-1285.94;-104.16;0.0;0.0;0.0;-737.30;2620.68
 3; 501; 102 (C);-1528.00;-1267.16;-57.90;0.0;0.0;0.0;-336.50;2592.72
 3; 502; 102 (C);-1559.37;-1257.20;-0.63;0.0;0.0;0.0;92.00;2564.19
 3; 503; 102 (C);-1475.24;-1266.11;49.42;0.0;0.0;0.0;519.75;2548.82
 3; 504; 102 (C);-1309.04;-1326.38;95.60;0.0;0.0;0.0;906.52;2568.83
 3; 505; 102 (C);-1041.93;-1370.18;108.95;0.0;0.0;0.0;1185.47;2653.61
 3; 506; 102 (C);-677.23;-1392.13;97.88;0.0;0.0;0.0;1236.60;2894.79
 3; 507; 102 (C);-361.46;-1450.20;115.60;0.0;0.0;0.0;1046.38;3128.14
 3; 508; 102 (C);-138.96;-1523.00;163.57;0.0;0.0;0.0;703.50;3175.75
 3; 509; 102 (C);-25.81;-1477.09;182.87;0.0;0.0;0.0;326.24;2864.00
 3; 510; 102 (C);-44.60;-1374.74;123.92;0.0;0.0;0.0;50.67;2596.55
 3; 511; 102 (C);46.33;-897.14;-141.63;0.0;0.0;0.0;284.25;2408.43
 3; 512; 102 (C);88.02;-946.37;-273.99;0.0;0.0;0.0;87.55;3358.22
 3; 513; 102 (C);141.57;-992.12;-158.11;0.0;0.0;0.0;-691.17;5984.12
 3; 514; 102 (C);-340.81;-1023.33;27.60;0.0;0.0;0.0;-1394.97;3809.97
 3; 515; 102 (C);-679.26;-778.77;-43.10;0.0;0.0;0.0;-1629.12;2667.45
 3; 516; 102 (C);-1053.87;-851.43;-65.64;0.0;0.0;0.0;-1326.24;2348.72
 3; 517; 102 (C);-1272.62;-868.01;-61.70;0.0;0.0;0.0;-847.12;2236.21
 3; 518; 102 (C);-1408.24;-872.05;-34.70;0.0;0.0;0.0;-388.72;2177.30
 3; 519; 102 (C);-1447.55;-872.56;-0.22;0.0;0.0;0.0;66.30;2149.46
 3; 520; 102 (C);-1382.94;-871.54;30.89;0.0;0.0;0.0;514.09;2144.09
 3; 521; 102 (C);-1213.42;-869.80;45.99;0.0;0.0;0.0;961.09;2188.01
 3; 522; 102 (C);-959.49;-883.41;45.42;0.0;0.0;0.0;1398.31;2340.27
 3; 523; 102 (C);-596.81;-869.94;18.77;0.0;0.0;0.0;1647.26;2716.91
 3; 524; 102 (C);-194.73;-933.14;2.51;0.0;0.0;0.0;1180.44;4010.91
 3; 525; 102 (C);104.67;-881.21;136.90;0.0;0.0;0.0;528.02;5588.62
 3; 526; 102 (C);-6.76;-1024.06;233.89;0.0;0.0;0.0;-132.70;3515.98
 3; 527; 102 (C);17.44;-742.81;137.29;0.0;0.0;0.0;-266.62;2377.19
 3; 528; 102 (C);-29.84;-390.21;-101.70;0.0;0.0;0.0;860.10;1925.40
 3; 529; 102 (C);-39.04;-170.21;-246.09;0.0;0.0;0.0;4068.95;2392.73
 3; 530; 102 (C);-265.71;-83.07;97.64;0.0;0.0;0.0;-6043.08;2467.12
 3; 531; 102 (C);-669.67;-349.46;-23.75;0.0;0.0;0.0;-2518.83;2014.54
 3; 532; 102 (C);-972.71;-460.95;-60.82;0.0;0.0;0.0;-1538.14;1867.59
 3; 533; 102 (C);-1192.61;-517.56;-46.82;0.0;0.0;0.0;-949.33;1779.83
 3; 534; 102 (C);-1322.30;-541.97;-26.33;0.0;0.0;0.0;-434.19;1739.83
 3; 535; 102 (C);-1359.93;-548.29;0.41;0.0;0.0;0.0;47.90;1720.70
 3; 536; 102 (C);-1306.75;-540.04;24.89;0.0;0.0;0.0;525.58;1717.93
 3; 537; 102 (C);-1163.06;-514.02;39.60;0.0;0.0;0.0;1027.59;1741.50
 3; 538; 102 (C);-928.10;-461.81;37.39;0.0;0.0;0.0;1618.10;1839.70
 3; 539; 102 (C);-604.00;-376.33;-1.00;0.0;0.0;0.0;2707.08;2172.20
 3; 540; 102 (C);277.64;-32.93;-9.32;0.0;0.0;0.0;1457.82;3013.07
 3; 541; 102 (C);367.01;-158.39;199.43;0.0;0.0;0.0;-416.26;2696.47
 3; 542; 102 (C);68.06;-248.28;76.65;0.0;0.0;0.0;-996.47;1724.73
 3; 543; 102 (C);-18.77;-50.43;15.99;0.0;0.0;0.0;939.92;1139.07
 3; 544; 102 (C);52.64;201.64;86.96;0.0;0.0;0.0;4154.58;562.88
 3; 545; 102 (C);-148.90;281.13;-221.76;0.0;0.0;0.0;-6149.57;706.71
 3; 546; 102 (C);-598.10;-61.66;-111.44;0.0;0.0;0.0;-2611.49;1225.94
 3; 547; 102 (C);-904.75;-187.22;-75.23;0.0;0.0;0.0;-1624.51;1272.71
 3; 548; 102 (C);-1124.54;-256.62;-52.37;0.0;0.0;0.0;-982.80;1289.89
 3; 549; 102 (C);-1252.96;-289.27;-24.81;0.0;0.0;0.0;-456.25;1287.25
 3; 550; 102 (C);-1292.18;-298.22;1.18;0.0;0.0;0.0;34.47;1280.36
 3; 551; 102 (C);-1242.22;-287.33;26.05;0.0;0.0;0.0;522.09;1273.32
 3; 552; 102 (C);-1106.25;-251.64;49.71;0.0;0.0;0.0;1040.67;1264.20
 3; 553; 102 (C);-886.14;-180.23;70.97;0.0;0.0;0.0;1687.55;1241.04
 3; 554; 102 (C);-579.94;-47.45;95.42;0.0;0.0;0.0;2679.43;1192.91
 3; 555; 102 (C);-140.22;209.25;108.43;0.0;0.0;0.0;6395.29;1035.36
 3; 556; 102 (C);-45.59;159.52;-13.27;0.0;0.0;0.0;-4504.28;1229.54
 3; 557; 102 (C);15.03;7.74;-36.87;0.0;0.0;0.0;-928.55;938.15
 3; 558; 102 (C);61.52;95.81;78.73;0.0;0.0;0.0;552.59;443.56
 3; 559; 102 (C);241.68;101.31;131.58;0.0;0.0;0.0;559.49;-424.42
 3; 560; 102 (C);285.85;-81.79;-14.81;0.0;0.0;0.0;-624.15;-3844.13
 3; 561; 102 (C);-62.88;13.18;-197.18;0.0;0.0;0.0;-1787.04;-872.24
 3; 562; 102 (C);-481.53;45.13;-139.16;0.0;0.0;0.0;-1896.73;382.62
 3; 563; 102 (C);-834.82;-51.81;-94.79;0.0;0.0;0.0;-1480.55;703.05
 3; 564; 102 (C);-1063.60;-99.54;-51.68;0.0;0.0;0.0;-941.08;807.79
 3; 565; 102 (C);-1199.69;-121.97;-21.71;0.0;0.0;0.0;-450.68;837.54
 3; 566; 102 (C);-1241.84;-125.73;2.82;0.0;0.0;0.0;24.35;841.16
 3; 567; 102 (C);-1190.23;-114.50;26.50;0.0;0.0;0.0;496.80;831.30
 3; 568; 102 (C);-1047.23;-85.05;54.93;0.0;0.0;0.0;980.61;799.31
