Node;X (m);Y (m);Z (m);Support
 101;20.00;1.57;0.0;
 102;20.00;1.38;0.0;
 103;20.00;1.18;0.0;
 104;20.00;0.98;0.0;
 105;20.00;0.79;0.0;
 106;20.00;0.59;0.0;
 107;20.00;0.39;0.0;
 108;20.00;0.20;0.0;
 109;20.19;0.18;0.0;
 110;20.39;0.18;0.0;
 111;20.58;0.18;0.0;
 112;20.77;0.18;0.0;
 113;20.97;0.18;0.0;
 114;21.16;0.18;0.0;
 115;21.36;0.18;0.0;
 116;21.55;0.18;0.0;
 117;21.75;0.18;0.0;
 118;21.94;0.18;0.0;
 119;22.13;0.18;0.0;
 120;22.33;0.18;0.0;
 121;22.52;0.18;0.0;
 122;22.72;0.18;0.0;
 123;22.91;0.18;0.0;
 124;23.11;0.18;0.0;
 125;23.28;0.16;0.0;
 126;20.16;0.35;0.0;
 127;20.34;0.37;0.0;
 128;20.56;0.40;0.0;
 129;20.77;0.37;0.0;
 130;20.96;0.37;0.0;
 131;21.15;0.37;0.0;
 132;21.34;0.37;0.0;
 133;21.53;0.37;0.0;
 134;21.73;0.37;0.0;
 135;21.92;0.37;0.0;
 136;22.11;0.37;0.0;
 137;22.30;0.37;0.0;
 138;22.49;0.37;0.0;
 139;22.66;0.34;0.0;
 140;22.86;0.40;0.0;
 141;23.04;0.34;0.0;
 142;23.24;0.35;0.0;
 143;20.19;0.52;0.0;
 144;20.40;0.56;0.0;
 145;20.77;0.55;0.0;
 146;20.96;0.55;0.0;
 147;21.15;0.55;0.0;
 148;21.34;0.55;0.0;
 149;21.53;0.55;0.0;
 150;21.73;0.55;0.0;
 151;21.92;0.55;0.0;
 152;22.11;0.55;0.0;
 153;22.30;0.55;0.0;
 154;22.49;0.55;0.0;
 155;22.68;0.51;0.0;
 156;23.05;0.52;0.0;
 157;23.26;0.56;0.0;
 158;20.19;0.70;0.0;
 159;20.40;0.76;0.0;
 160;20.73;0.75;0.0;
 161;20.94;0.75;0.0;
 162;21.15;0.74;0.0;
 163;21.34;0.74;0.0;
 164;21.53;0.74;0.0;
 165;21.73;0.74;0.0;
 166;21.92;0.74;0.0;
 167;22.11;0.74;0.0;
 168;22.30;0.74;0.0;
 169;22.49;0.74;0.0;
 170;22.69;0.73;0.0;
 171;23.05;0.72;0.0;
 172;23.26;0.75;0.0;
 173;20.19;0.89;0.0;
 174;20.36;0.94;0.0;
 175;20.56;0.87;0.0;
 176;20.77;0.92;0.0;
 177;20.93;0.94;0.0;
 178;21.13;0.94;0.0;
 179;21.34;0.92;0.0;
 180;21.53;0.92;0.0;
 181;21.73;0.92;0.0;
 182;21.92;0.92;0.0;
 183;22.11;0.92;0.0;
 184;22.30;0.92;0.0;
 185;22.47;0.90;0.0;
 186;22.64;0.92;0.0;
 187;22.86;0.87;0.0;
 188;23.07;0.92;0.0;
 189;23.26;0.93;0.0;
 190;20.19;1.08;0.0;
 191;20.38;1.10;0.0;
 192;20.57;1.10;0.0;
 193;20.77;1.10;0.0;
 194;20.96;1.10;0.0;
 195;21.12;1.13;0.0;
 196;21.32;1.12;0.0;
 197;21.53;1.10;0.0;
 198;21.73;1.10;0.0;
 199;21.92;1.10;0.0;
 200;22.11;1.10;0.0;
 201;22.27;1.08;0.0;
 202;22.47;1.09;0.0;
 203;22.68;1.10;0.0;
 204;22.88;1.10;0.0;
 205;23.07;1.10;0.0;
 206;23.26;1.12;0.0;
 207;20.19;1.27;0.0;
 208;20.38;1.29;0.0;
 209;20.57;1.29;0.0;
 210;20.77;1.29;0.0;
 211;20.96;1.29;0.0;
 212;21.15;1.29;0.0;
 213;21.32;1.31;0.0;
 214;21.52;1.31;0.0;
 215;21.73;1.29;0.0;
 216;21.92;1.29;0.0;
 217;22.08;1.26;0.0;
 218;22.28;1.27;0.0;
 219;22.49;1.28;0.0;
 220;22.69;1.28;0.0;
 221;22.88;1.29;0.0;
 222;23.07;1.29;0.0;
 223;23.26;1.31;0.0;
 224;20.19;1.45;0.0;
 225;20.38;1.47;0.0;
 226;20.57;1.47;0.0;
 227;20.77;1.47;0.0;
 228;20.96;1.47;0.0;
 229;21.15;1.47;0.0;
 230;21.34;1.47;0.0;
 231;21.51;1.50;0.0;
 232;21.71;1.49;0.0;
 233;21.89;1.45;0.0;
 234;22.09;1.45;0.0;
 235;22.33;1.49;0.0;
 236;22.72;1.44;0.0;
 237;22.88;1.47;0.0;
 238;23.07;1.47;0.0;
 239;23.26;1.49;0.0;
 240;20.19;1.64;0.0;
 241;20.38;1.66;0.0;
 242;20.57;1.66;0.0;
 243;20.77;1.66;0.0;
 244;20.96;1.66;0.0;
 245;21.15;1.66;0.0;
 246;21.34;1.66;0.0;
 247;21.53;1.66;0.0;
 248;21.70;1.68;0.0;
 249;21.90;1.64;0.0;
 250;22.11;1.66;0.0;
 251;22.27;1.68;0.0;
 252;22.45;1.64;0.0;
 253;22.67;1.64;0.0;
 254;22.88;1.66;0.0;
 255;23.07;1.66;0.0;
 256;23.26;1.68;0.0;
 257;20.19;1.83;0.0;
 258;20.38;1.84;0.0;
 259;20.57;1.84;0.0;
 260;20.77;1.84;0.0;
 261;20.96;1.84;0.0;
 262;21.15;1.84;0.0;
 263;21.34;1.84;0.0;
 264;21.53;1.84;0.0;
 265;21.73;1.84;0.0;
 266;21.92;1.84;0.0;
 267;22.11;1.84;0.0;
 268;22.30;1.84;0.0;
 269;22.49;1.84;0.0;
 270;22.68;1.84;0.0;
 271;22.88;1.84;0.0;
 272;23.07;1.84;0.0;
 273;23.26;1.87;0.0;
 274;20.19;2.01;0.0;
 275;20.38;2.02;0.0;
 276;20.57;2.02;0.0;
 277;20.77;2.02;0.0;
 278;20.96;2.02;0.0;
 279;21.15;2.02;0.0;
 280;21.34;2.02;0.0;
 281;21.53;2.02;0.0;
 282;21.73;2.02;0.0;
 283;21.92;2.02;0.0;
 284;22.11;2.02;0.0;
 285;22.30;2.02;0.0;
 286;22.49;2.02;0.0;
 287;22.68;2.02;0.0;
 288;22.88;2.02;0.0;
 289;23.07;2.02;0.0;
 290;23.26;2.05;0.0;
 291;20.19;2.20;0.0;
 292;20.38;2.21;0.0;
 293;20.57;2.21;0.0;
 294;20.77;2.21;0.0;
 295;20.96;2.21;0.0;
 296;21.15;2.21;0.0;
 297;21.34;2.21;0.0;
 298;21.53;2.21;0.0;
 299;21.73;2.21;0.0;
 300;21.92;2.21;0.0;
 301;22.11;2.21;0.0;
 302;22.30;2.21;0.0;
 303;22.49;2.21;0.0;
 304;22.68;2.21;0.0;
 305;22.88;2.21;0.0;
 306;23.07;2.21;0.0;
 307;23.26;2.24;0.0;
 308;20.19;2.39;0.0;
 309;20.38;2.39;0.0;
 310;20.57;2.39;0.0;
 311;20.77;2.39;0.0;
 312;20.96;2.39;0.0;
 313;21.15;2.39;0.0;
 314;21.34;2.39;0.0;
 315;21.53;2.39;0.0;
 316;21.73;2.39;0.0;
 317;21.92;2.39;0.0;
 318;22.11;2.39;0.0;
 319;22.30;2.39;0.0;
 320;22.49;2.39;0.0;
 321;22.68;2.39;0.0;
 322;22.88;2.39;0.0;
 323;23.07;2.39;0.0;
 324;23.26;2.43;0.0;
 325;20.19;2.57;0.0;
 326;20.38;2.58;0.0;
 327;20.59;2.62;0.0;
 328;20.79;2.55;0.0;
 329;20.96;2.58;0.0;
 330;21.15;2.58;0.0;
 331;21.35;2.60;0.0;
 332;21.55;2.59;0.0;
 333;21.75;2.59;0.0;
 334;21.95;2.59;0.0;
 335;22.13;2.55;0.0;
 336;22.30;2.58;0.0;
 337;22.49;2.58;0.0;
 338;22.68;2.58;0.0;
 339;22.89;2.62;0.0;
 340;23.09;2.55;0.0;
 341;23.26;2.61;0.0;
 342;20.21;2.78;0.0;
 343;20.42;2.75;0.0;
 344;20.76;2.73;0.0;
 345;20.96;2.76;0.0;
 346;21.18;2.76;0.0;
 347;22.08;2.73;0.0;
 348;22.30;2.76;0.0;
 349;22.49;2.76;0.0;
 350;22.69;2.76;0.0;
 351;23.05;2.73;0.0;
 352;23.26;2.80;0.0;
 353;20.19;2.94;0.0;
 354;20.38;2.95;0.0;
 355;20.76;2.94;0.0;
 356;20.96;2.94;0.0;
 357;21.20;2.95;0.0;
 358;22.07;2.91;0.0;
 359;22.30;2.94;0.0;
 360;22.49;2.94;0.0;
 361;22.69;2.98;0.0;
 362;23.07;2.95;0.0;
 363;23.26;2.94;0.0;
 364;20.19;3.09;0.0;
 365;20.36;3.15;0.0;
 366;20.56;3.08;0.0;
 367;20.77;3.13;0.0;
 368;20.96;3.13;0.0;
 369;21.20;3.15;0.0;
 370;22.07;3.10;0.0;
 371;22.30;3.13;0.0;
 372;22.49;3.13;0.0;
 373;22.66;3.15;0.0;
 374;22.86;3.08;0.0;
 375;23.04;3.15;0.0;
 376;23.24;3.11;0.0;
 377;20.19;3.28;0.0;
 378;20.38;3.31;0.0;
 379;20.57;3.31;0.0;
 380;20.77;3.31;0.0;
 381;20.96;3.31;0.0;
 382;21.12;3.34;0.0;
 383;21.30;3.32;0.0;
 384;21.52;3.36;0.0;
 385;22.08;3.30;0.0;
 386;22.30;3.31;0.0;
 387;22.49;3.31;0.0;
 388;22.68;3.31;0.0;
 389;22.88;3.31;0.0;
 390;23.07;3.31;0.0;
 391;23.26;3.32;0.0;
 392;20.19;3.46;0.0;
 393;20.38;3.49;0.0;
 394;20.57;3.49;0.0;
 395;20.77;3.49;0.0;
 396;20.96;3.49;0.0;
 397;21.15;3.49;0.0;
 398;21.34;3.49;0.0;
 399;21.51;3.52;0.0;
 400;21.70;3.44;0.0;
 401;21.91;3.46;0.0;
 402;22.11;3.49;0.0;
 403;22.30;3.49;0.0;
 404;22.49;3.49;0.0;
 405;22.68;3.49;0.0;
 406;22.88;3.49;0.0;
 407;23.07;3.49;0.0;
 408;23.26;3.50;0.0;
 409;20.19;3.65;0.0;
 410;20.38;3.68;0.0;
 411;20.57;3.68;0.0;
 412;20.77;3.68;0.0;
 413;20.96;3.68;0.0;
 414;21.15;3.68;0.0;
 415;21.34;3.68;0.0;
 416;21.53;3.68;0.0;
 417;21.73;3.68;0.0;
 418;21.92;3.68;0.0;
 419;22.11;3.68;0.0;
 420;22.30;3.68;0.0;
 421;22.49;3.68;0.0;
 422;22.68;3.68;0.0;
 423;22.88;3.68;0.0;
 424;23.07;3.68;0.0;
 425;23.26;3.69;0.0;
 426;20.19;3.84;0.0;
 427;20.38;3.86;0.0;
 428;20.57;3.86;0.0;
 429;20.77;3.86;0.0;
 430;20.96;3.86;0.0;
 431;21.15;3.86;0.0;
 432;21.34;3.86;0.0;
 433;21.53;3.86;0.0;
 434;21.73;3.86;0.0;
 435;21.92;3.86;0.0;
 436;22.11;3.86;0.0;
 437;22.30;3.86;0.0;
 438;22.49;3.86;0.0;
 439;22.68;3.86;0.0;
 440;22.88;3.86;0.0;
 441;23.07;3.86;0.0;
 442;23.26;3.88;0.0;
 443;20.19;4.02;0.0;
 444;20.38;4.05;0.0;
 445;20.57;4.05;0.0;
 446;20.77;4.05;0.0;
 447;20.96;4.05;0.0;
 448;21.15;4.05;0.0;
 449;21.34;4.05;0.0;
 450;21.55;4.06;0.0;
 451;21.75;4.02;0.0;
 452;21.92;4.05;0.0;
 453;22.11;4.05;0.0;
 454;22.30;4.05;0.0;
 455;22.49;4.05;0.0;
 456;22.68;4.05;0.0;
 457;22.88;4.05;0.0;
 458;23.07;4.05;0.0;
 459;23.26;4.06;0.0;
 460;20.19;4.21;0.0;
 461;20.38;4.23;0.0;
 462;20.57;4.23;0.0;
 463;20.77;4.23;0.0;
 464;20.96;4.23;0.0;
 465;21.15;4.23;0.0;
 466;21.36;4.25;0.0;
 467;21.56;4.25;0.0;
 468;21.74;4.21;0.0;
 469;21.94;4.21;0.0;
 470;22.11;4.23;0.0;
 471;22.30;4.23;0.0;
 472;22.49;4.23;0.0;
 473;22.68;4.23;0.0;
 474;22.88;4.23;0.0;
 475;23.07;4.23;0.0;
 476;23.26;4.25;0.0;
 477;20.19;4.40;0.0;
 478;20.38;4.41;0.0;
 479;20.57;4.41;0.0;
 480;20.77;4.41;0.0;
 481;20.96;4.41;0.0;
 482;21.17;4.43;0.0;
 483;21.37;4.44;0.0;
 484;21.53;4.41;0.0;
 485;21.73;4.41;0.0;
 486;21.93;4.40;0.0;
 487;22.13;4.39;0.0;
 488;22.30;4.41;0.0;
 489;22.49;4.41;0.0;
 490;22.68;4.41;0.0;
 491;22.88;4.41;0.0;
 492;23.07;4.41;0.0;
 493;23.26;4.44;0.0;
 494;20.19;4.58;0.0;
 495;20.38;4.60;0.0;
 496;20.57;4.60;0.0;
 497;20.77;4.60;0.0;
 498;20.98;4.62;0.0;
 499;21.18;4.62;0.0;
 500;21.34;4.60;0.0;
 501;21.53;4.60;0.0;
 502;21.73;4.60;0.0;
 503;21.92;4.60;0.0;
 504;22.13;4.58;0.0;
 505;22.33;4.57;0.0;
 506;22.49;4.60;0.0;
 507;22.68;4.60;0.0;
 508;22.88;4.60;0.0;
 509;23.07;4.60;0.0;
 510;23.26;4.62;0.0;
 511;20.19;4.77;0.0;
 512;20.38;4.78;0.0;
 513;20.59;4.84;0.0;
 514;20.81;4.78;0.0;
 515;20.98;4.81;0.0;
 516;21.15;4.78;0.0;
 517;21.34;4.78;0.0;
 518;21.53;4.78;0.0;
 519;21.73;4.78;0.0;
 520;21.92;4.78;0.0;
 521;22.11;4.78;0.0;
 522;22.32;4.76;0.0;
 523;22.52;4.76;0.0;
 524;22.68;4.78;0.0;
 525;22.89;4.84;0.0;
 526;23.09;4.76;0.0;
 527;23.26;4.81;0.0;
 528;20.19;4.96;0.0;
 529;20.40;4.98;0.0;
 530;20.76;4.98;0.0;
 531;20.96;4.97;0.0;
 532;21.15;4.97;0.0;
 533;21.34;4.97;0.0;
 534;21.53;4.97;0.0;
 535;21.73;4.97;0.0;
 536;21.92;4.97;0.0;
 537;22.11;4.97;0.0;
 538;22.30;4.97;0.0;
 539;22.51;4.95;0.0;
 540;22.72;4.96;0.0;
 541;23.05;4.94;0.0;
 542;23.26;5.00;0.0;
 543;20.19;5.14;0.0;
 544;20.40;5.18;0.0;
 545;20.77;5.19;0.0;
 546;20.96;5.15;0.0;
 547;21.15;5.15;0.0;
 548;21.34;5.15;0.0;
 549;21.53;5.15;0.0;
 550;21.73;5.15;0.0;
 551;21.92;5.15;0.0;
 552;22.11;5.15;0.0;
 553;22.30;5.15;0.0;
 554;22.49;5.15;0.0;
 555;22.68;5.15;0.0;
 556;23.05;5.15;0.0;
 557;23.26;5.18;0.0;
 558;20.21;5.35;0.0;
 559;20.41;5.36;0.0;
 560;20.59;5.30;0.0;
 561;20.79;5.36;0.0;
 562;20.96;5.33;0.0;
 563;21.15;5.33;0.0;
 564;21.34;5.33;0.0;
 565;21.53;5.33;0.0;
 566;21.73;5.33;0.0;
 567;21.92;5.33;0.0;
 568;22.11;5.33;0.0;
 569;22.30;5.33;0.0;
 570;22.49;5.33;0.0;
 571;22.68;5.33;0.0;
 572;22.89;5.30;0.0;
 573;23.09;5.31;0.0;
 574;23.26;5.37;0.0;
 575;20.17;5.54;0.0;
 576;20.34;5.52;0.0;
 577;20.54;5.52;0.0;
 578;20.73;5.52;0.0;
 579;20.93;5.52;0.0;
 580;21.12;5.52;0.0;
 581;21.32;5.52;0.0;
 582;21.51;5.52;0.0;
 583;21.70;5.52;0.0;
 584;21.90;5.52;0.0;
 585;22.09;5.52;0.0;
 586;22.29;5.52;0.0;
 587;22.48;5.52;0.0;
 588;22.67;5.52;0.0;
 589;22.87;5.52;0.0;
 590;23.08;5.50;0.0;
 591;23.28;5.54;0.0;
 1209;22.85;0.60;0.0;Pile cap
 1218;20.60;5.10;0.0;Pile cap
 1221;20.60;2.85;0.0;Pile cap
 1668;22.53;1.45;0.0;
 1691;20.60;0.60;0.0;Pile cap
 1720;22.85;5.10;0.0;Pile cap
 1775;21.64;3.00;0.0;
 1776;22.85;2.85;0.0;Pile cap
 1777;21.84;3.00;0.0;
 1778;21.44;3.00;0.0;
 1779;21.84;3.20;0.0;
 1780;21.44;3.20;0.0;
 1781;21.84;2.80;0.0;
 1782;21.44;2.80;0.0;
 1783;21.64;3.20;0.0;
 1784;21.64;2.80;0.0;
