# name:     cobalt                             Feff8L (EXAFS)       0.1      
# formula:  Co
# sites:    Co1
# refer1:   Kittel, ISSP
# refer2:
# schoen:
# notes1:   metal, hexagonal close packed (hcp)
# POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=27 Rmt= 1.332 Rnm= 1.369 K  shell
# Pot 1 Z=27 Rmt= 1.344 Rnm= 1.383
# Gam_ch=1.436E+00 H-L exch
# Mu=-1.181E+01 kf=2.060E+00 Vint=-2.798E+01 Rs_int= 1.761
# PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00000    100.00      6.00     2   2.4982
#           2       0.00000     99.00      6.00     2   2.5100
#           3       0.00000     45.25      6.00     2   3.5413
#           4       0.00000      5.44     12.00     3   3.7533
#           5       0.00000     11.12     24.00     3   3.7533
#           6       0.00000      5.45     12.00     3   3.7650
#           7       0.00000     10.76      2.00     2   4.0700
#           8       0.00000      7.01     24.00     3   4.2748
#           9       0.00000     10.29     24.00     3   4.2748
#          10       0.00000     10.30     24.00     3   4.2748
#          11       0.00000     54.96     12.00     2   4.3407
#          12       0.00000     27.37      6.00     2   4.3474
#          13       0.00000      5.78     12.00     3   4.5332
#          14       0.00000     11.05     24.00     3   4.6745
#          15       0.00000     12.85     24.00     3   4.6744
#          16       0.00000     12.84     24.00     3   4.6745
#          17       0.00000      5.45     12.00     3   4.6837
#          18       0.00000     12.65     24.00     3   4.6837
#          19       0.00000     42.89     12.00     2   4.7817
#          20       0.00000     11.60     12.00     3   4.8891
#          21       0.00000     24.45     24.00     3   4.8891
#          23       0.00000      4.12      6.00     4   4.9965
#          24       0.00000      4.60     12.00     4   4.9965
#    23/  24 paths used
#  xsedge+50, used to normalize mu           2.9272E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    7845.500    114.156   5.750  8.70607E-01  9.92102E-01 -1.20588E-01
    7847.700    116.356   5.800  8.75518E-01  9.91421E-01 -1.15119E-01
    7849.920    118.575   5.850  8.85135E-01  9.90652E-01 -1.04898E-01
    7852.158    120.814   5.900  9.00942E-01  9.89883E-01 -8.84983E-02
    7854.415    123.071   5.950  9.24039E-01  9.89114E-01 -6.48096E-02
    7856.692    125.347   6.000  9.54706E-01  9.88345E-01 -3.35329E-02
    7858.987    127.643   6.050  9.92187E-01  9.87459E-01  4.71770E-03
    7861.302    129.958   6.100  1.03441E+00  9.86573E-01  4.77836E-02
    7863.636    132.291   6.150  1.07840E+00  9.85687E-01  9.26998E-02
    7865.988    134.644   6.200  1.12041E+00  9.84801E-01  1.35737E-01
    7868.360    137.016   6.250  1.15641E+00  9.83915E-01  1.72830E-01
    7870.751    139.406   6.300  1.18252E+00  9.83029E-01  2.00082E-01
    7873.160    141.816   6.350  1.19558E+00  9.82143E-01  2.14292E-01
    7875.589    144.245   6.400  1.19359E+00  9.81257E-01  2.13401E-01
    7878.037    146.693   6.450  1.17600E+00  9.80371E-01  1.96818E-01
    7880.504    149.160   6.500  1.14386E+00  9.79485E-01  1.65552E-01
    7882.990    151.646   6.550  1.09936E+00  9.78599E-01  1.21759E-01
    7885.495    154.151   6.600  1.04675E+00  9.77713E-01  6.96831E-02
    7888.019    156.675   6.650  9.90738E-01  9.76827E-01  1.40571E-02
    7890.563    159.218   6.700  9.36307E-01  9.75942E-01 -4.00956E-02
    7893.125    161.780   6.750  8.88117E-01  9.75056E-01 -8.80494E-02
    7895.706    164.362   6.800  8.49978E-01  9.74170E-01 -1.25919E-01
    7898.306    166.962   6.850  8.24441E-01  9.73284E-01 -1.51082E-01
    7900.926    169.581   6.900  8.12551E-01  9.72399E-01 -1.62434E-01
    7903.564    172.220   6.950  8.13811E-01  9.71513E-01 -1.60434E-01
    7906.222    174.877   7.000  8.26336E-01  9.70627E-01 -1.46956E-01
    7908.898    177.554   7.050  8.47341E-01  9.69787E-01 -1.24859E-01
    7911.594    180.249   7.100  8.73234E-01  9.68948E-01 -9.77165E-02
    7914.308    182.964   7.150  9.00329E-01  9.68108E-01 -6.92810E-02
    7917.042    185.698   7.200  9.25341E-01  9.67268E-01 -4.29078E-02
    7919.795    188.450   7.250  9.45811E-01  9.66428E-01 -2.11257E-02
    7922.566    191.222   7.300  9.60375E-01  9.65588E-01 -5.34879E-03
    7925.357    194.013   7.350  9.68868E-01  9.64749E-01  4.23089E-03
    7928.167    196.823   7.400  9.72233E-01  9.63909E-01  8.56076E-03
    7930.996    199.652   7.450  9.72271E-01  9.63069E-01  9.47395E-03
    7933.844    202.500   7.500  9.71258E-01  9.62229E-01  9.30725E-03
    7936.711    205.367   7.550  9.71526E-01  9.61315E-01  1.05409E-02
    7939.597    208.253   7.600  9.75001E-01  9.60400E-01  1.50937E-02
    7942.502    211.158   7.650  9.82877E-01  9.59485E-01  2.42142E-02
    7945.426    214.082   7.700  9.95344E-01  9.58571E-01  3.81186E-02
    7948.370    217.025   7.750  1.01152E+00  9.57656E-01  5.59098E-02
    7951.332    219.987   7.800  1.02955E+00  9.56741E-01  7.56814E-02
    7954.313    222.969   7.850  1.04689E+00  9.55827E-01  9.47891E-02
    7957.313    225.969   7.900  1.06068E+00  9.54912E-01  1.10249E-01
    7960.333    228.988   7.950  1.06820E+00  9.53997E-01  1.19203E-01
    7963.371    232.027   8.000  1.06729E+00  9.53083E-01  1.19375E-01
    7966.429    235.084   8.050  1.05647E+00  9.52046E-01  1.09310E-01
    7969.505    238.161   8.100  1.03591E+00  9.51009E-01  8.90044E-02
    7972.601    241.257   8.150  1.00684E+00  9.49972E-01  5.96956E-02
    7975.716    244.371   8.200  9.71571E-01  9.48935E-01  2.37975E-02
    7978.849    247.505   8.250  9.33279E-01  9.47898E-01 -1.53917E-02
    7982.002    250.658   8.300  8.95544E-01  9.46861E-01 -5.41085E-02
    7985.174    253.830   8.350  8.61911E-01  9.45825E-01 -8.86062E-02
    7988.365    257.020   8.400  8.35442E-01  9.44788E-01 -1.15629E-01
    7991.575    260.230   8.450  8.18340E-01  9.43751E-01 -1.32811E-01
    7994.804    263.459   8.500  8.11707E-01  9.42714E-01 -1.38941E-01
    7998.052    266.707   8.550  8.15341E-01  9.41652E-01 -1.34129E-01
    8001.319    269.974   8.600  8.28148E-01  9.40590E-01 -1.19552E-01
    8004.605    273.260   8.650  8.48058E-01  9.39528E-01 -9.73759E-02
    8007.910    276.566   8.700  8.72456E-01  9.38466E-01 -7.03615E-02
    8011.234    279.890   8.750  8.98553E-01  9.37404E-01 -4.14641E-02
    8014.578    283.233   8.800  9.23764E-01  9.36342E-01 -1.34414E-02
    8017.940    286.595   8.850  9.46005E-01  9.35281E-01  1.14750E-02
    8021.321    289.977   8.900  9.63900E-01  9.34219E-01  3.17980E-02
    8024.722    293.377   8.950  9.76851E-01  9.33157E-01  4.68693E-02
    8028.141    296.797   9.000  9.84987E-01  9.32095E-01  5.68075E-02
    8031.580    300.235   9.050  9.89208E-01  9.31047E-01  6.25309E-02
    8035.037    303.693   9.100  9.90348E-01  9.29999E-01  6.49487E-02
    8038.514    307.169   9.150  9.89446E-01  9.28950E-01  6.51715E-02
    8042.009    310.665   9.200  9.87394E-01  9.27902E-01  6.41554E-02
    8045.524    314.180   9.250  9.84772E-01  9.26854E-01  6.25219E-02
    8049.058    317.713   9.300  9.81763E-01  9.25806E-01  6.04663E-02
    8052.611    321.266   9.350  9.78161E-01  9.24758E-01  5.77654E-02
    8056.183    324.838   9.400  9.73468E-01  9.23710E-01  5.38781E-02
    8059.773    328.429   9.450  9.67053E-01  9.22662E-01  4.81152E-02
    8063.383    332.039   9.500  9.58336E-01  9.21614E-01  3.98436E-02
    8067.012    335.668   9.550  9.47030E-01  9.20648E-01  2.86512E-02
    8070.660    339.316   9.600  9.33139E-01  9.19683E-01  1.46274E-02
    8074.328    342.983   9.650  9.17138E-01  9.18717E-01 -1.71769E-03
    8078.014    346.669   9.700  8.99915E-01  9.17751E-01 -1.94241E-02
    8081.719    350.375   9.750  8.82686E-01  9.16786E-01 -3.71703E-02
    8085.443    354.099   9.800  8.66850E-01  9.15820E-01 -5.34294E-02
    8089.186    357.842   9.850  8.53808E-01  9.14854E-01 -6.66681E-02
    8092.949    361.604   9.900  8.44765E-01  9.13889E-01 -7.55587E-02
    8096.730    365.386   9.950  8.40565E-01  9.12923E-01 -7.91684E-02
    8100.531    369.186  10.000  8.41559E-01  9.11957E-01 -7.70958E-02
    8104.350    373.006  10.050  8.47270E-01  9.10893E-01 -6.97530E-02
    8108.189    376.844  10.100  8.57249E-01  9.09828E-01 -5.77087E-02
    8112.046    380.702  10.150  8.70438E-01  9.08764E-01 -4.21116E-02
    8115.923    384.579  10.200  8.85507E-01  9.07699E-01 -2.44113E-02
    8119.819    388.474  10.250  9.01013E-01  9.06634E-01 -6.19015E-03
    8123.734    392.389  10.300  9.15561E-01  9.05570E-01  1.10146E-02
    8127.667    396.323  10.350  9.27950E-01  9.04505E-01  2.58752E-02
    8131.620    400.276  10.400  9.37295E-01  9.03441E-01  3.74050E-02
    8135.592    404.248  10.450  9.43099E-01  9.02376E-01  4.50441E-02
    8139.583    408.239  10.500  9.45280E-01  9.01312E-01  4.86883E-02
    8143.593    412.249  10.550  9.44142E-01  9.00247E-01  4.86612E-02
    8147.622    416.278  10.600  9.40302E-01  8.99182E-01  4.56357E-02
    8151.670    420.326  10.650  9.34582E-01  8.98118E-01  4.05142E-02
    8155.737    424.393  10.700  9.27879E-01  8.97053E-01  3.42873E-02
    8159.824    428.479  10.750  9.21033E-01  8.95989E-01  2.78885E-02
    8163.929    432.584  10.800  9.14717E-01  8.94924E-01  2.20649E-02
    8168.053    436.709  10.850  9.09345E-01  8.93860E-01  1.72829E-02
    8172.196    440.852  10.900  9.05039E-01  8.92795E-01  1.36802E-02
    8176.359    445.014  10.950  9.01629E-01  8.91730E-01  1.10723E-02
    8180.540    449.196  11.000  8.98712E-01  8.90666E-01  9.01008E-03
    8184.741    453.396  11.050  8.95532E-01  8.89443E-01  6.82816E-03
    8188.960    457.616  11.100  8.91746E-01  8.88220E-01  3.95950E-03
    8193.199    461.855  11.150  8.86870E-01  8.86997E-01 -1.43002E-04
    8197.457    466.112  11.200  8.80596E-01  8.85774E-01 -5.83055E-03
    8201.733    470.389  11.250  8.72879E-01  8.84552E-01 -1.31589E-02
    8206.029    474.685  11.300  8.63991E-01  8.83329E-01 -2.18299E-02
    8210.344    479.000  11.350  8.54517E-01  8.82106E-01 -3.11865E-02
    8214.678    483.333  11.400  8.45308E-01  8.80883E-01 -4.02681E-02
    8219.031    487.686  11.450  8.37381E-01  8.79660E-01 -4.79217E-02
    8223.403    492.058  11.500  8.31779E-01  8.78437E-01 -5.29579E-02
    8227.794    496.449  11.550  8.29412E-01  8.77214E-01 -5.43297E-02
    8232.204    500.859  11.600  8.30908E-01  8.75992E-01 -5.13088E-02
    8236.633    505.288  11.650  8.36484E-01  8.74769E-01 -4.36307E-02
    8241.081    509.737  11.700  8.45870E-01  8.73546E-01 -3.15829E-02
    8245.548    514.204  11.750  8.58305E-01  8.72323E-01 -1.60187E-02
    8250.034    518.690  11.800  8.72596E-01  8.71100E-01  1.71222E-03
    8254.540    523.195  11.850  8.87253E-01  8.69877E-01  1.99103E-02
    8259.064    527.720  11.900  9.00667E-01  8.68654E-01  3.67322E-02
    8263.607    532.263  11.950  9.11320E-01  8.67432E-01  5.04279E-02
    8268.170    536.826  12.000  9.17986E-01  8.66209E-01  5.95742E-02
    8272.751    541.407  12.050  9.20103E-01  8.64969E-01  6.35268E-02
    8277.352    546.008  12.100  9.17199E-01  8.63730E-01  6.16963E-02
    8281.972    550.627  12.150  9.09607E-01  8.62490E-01  5.44445E-02
    8286.610    555.266  12.200  8.98214E-01  8.61251E-01  4.27729E-02
    8291.268    559.924  12.250  8.84327E-01  8.60011E-01  2.81782E-02
    8295.945    564.600  12.300  8.69488E-01  8.58772E-01  1.24362E-02
    8300.641    569.296  12.350  8.55250E-01  8.57532E-01 -2.65261E-03
    8305.355    574.011  12.400  8.42962E-01  8.56292E-01 -1.55147E-02
    8310.089    578.745  12.450  8.33591E-01  8.55053E-01 -2.50138E-02
    8314.842    583.498  12.500  8.27608E-01  8.53813E-01 -3.05859E-02
    8319.614    588.270  12.550  8.24959E-01  8.52574E-01 -3.22781E-02
    8324.405    593.061  12.600  8.25116E-01  8.51334E-01 -3.06890E-02
    8329.215    597.871  12.650  8.27214E-01  8.50095E-01 -2.68215E-02
    8334.045    602.700  12.700  8.30220E-01  8.48855E-01 -2.18766E-02
    8338.893    607.548  12.750  8.33133E-01  8.47616E-01 -1.70265E-02
    8343.760    612.416  12.800  8.35161E-01  8.46376E-01 -1.32044E-02
    8348.646    617.302  12.850  8.35848E-01  8.45137E-01 -1.09518E-02
    8353.552    622.207  12.900  8.35136E-01  8.43897E-01 -1.03446E-02
    8358.476    627.132  12.950  8.33345E-01  8.42658E-01 -1.10119E-02
    8363.419    632.075  13.000  8.31082E-01  8.41418E-01 -1.22400E-02
    8368.382    637.038  13.050  8.29019E-01  8.40111E-01 -1.31553E-02
    8373.364    642.019  13.100  8.27983E-01  8.38803E-01 -1.28540E-02
    8378.364    647.020  13.150  8.28527E-01  8.37496E-01 -1.06709E-02
    8383.384    652.039  13.200  8.30901E-01  8.36188E-01 -6.30127E-03
    8388.422    657.078  13.250  8.34980E-01  8.34881E-01  1.18487E-04
    8393.480    662.136  13.300  8.40278E-01  8.33573E-01  8.01511E-03
    8398.557    667.213  13.350  8.46018E-01  8.32266E-01  1.64667E-02
    8403.653    672.308  13.400  8.51269E-01  8.30958E-01  2.43579E-02
    8408.768    677.423  13.450  8.55102E-01  8.29651E-01  3.05724E-02
    8413.902    682.557  13.500  8.56759E-01  8.28344E-01  3.41881E-02
    8419.055    687.710  13.550  8.55779E-01  8.27036E-01  3.46367E-02
    8424.227    692.882  13.600  8.52077E-01  8.25729E-01  3.18019E-02
    8429.418    698.073  13.650  8.45958E-01  8.24421E-01  2.60364E-02
    8434.628    703.284  13.700  8.38060E-01  8.23114E-01  1.80978E-02
    8439.857    708.513  13.750  8.29240E-01  8.21806E-01  9.01616E-03
    8445.106    713.761  13.800  8.20432E-01  8.20499E-01 -8.15440E-05
    8450.373    719.028  13.850  8.12488E-01  8.19191E-01 -8.15607E-03
    8455.659    724.315  13.900  8.06054E-01  8.17884E-01 -1.44171E-02
    8460.965    729.620  13.950  8.01477E-01  8.16576E-01 -1.84319E-02
    8466.289    734.945  14.000  7.98777E-01  8.15269E-01 -2.01637E-02
    8471.633    740.288  14.050  7.97558E-01  8.13906E-01 -2.00220E-02
    8476.995    745.651  14.100  7.97463E-01  8.12543E-01 -1.84996E-02
    8482.377    751.032  14.150  7.97923E-01  8.11180E-01 -1.62916E-02
    8487.777    756.433  14.200  7.98391E-01  8.09817E-01 -1.40646E-02
    8493.197    761.853  14.250  7.98463E-01  8.08454E-01 -1.23201E-02
    8498.636    767.291  14.300  7.97942E-01  8.07091E-01 -1.13006E-02
    8504.094    772.749  14.350  7.96875E-01  8.05728E-01 -1.09539E-02
    8509.570    778.226  14.400  7.95519E-01  8.04365E-01 -1.09634E-02
    8515.066    783.722  14.450  7.94276E-01  8.03002E-01 -1.08339E-02
    8520.581    789.237  14.500  7.93586E-01  8.01639E-01 -1.00151E-02
    8526.115    794.771  14.550  7.93825E-01  8.00276E-01 -8.03668E-03
    8531.668    800.324  14.600  7.95204E-01  7.98912E-01 -4.62811E-03
    8537.240    805.896  14.650  7.97711E-01  7.97549E-01  2.01780E-04
    8542.832    811.487  14.700  8.01089E-01  7.96186E-01  6.14042E-03
    8548.442    817.097  14.750  8.04873E-01  7.94823E-01  1.26071E-02
    8554.071    822.727  14.800  8.08453E-01  7.93460E-01  1.88414E-02
    8559.719    828.375  14.850  8.11183E-01  7.92097E-01  2.40278E-02
    8565.387    834.042  14.900  8.12487E-01  7.90734E-01  2.74324E-02
    8571.073    839.729  14.950  8.11952E-01  7.89371E-01  2.85263E-02
    8576.778    845.434  15.000  8.09402E-01  7.88008E-01  2.70748E-02
    8582.503    851.159  15.050  8.04955E-01  7.86634E-01  2.32268E-02
    8588.247    856.902  15.100  7.98885E-01  7.85260E-01  1.73042E-02
    8594.009    862.665  15.150  7.91713E-01  7.83886E-01  9.95861E-03
    8599.791    868.446  15.200  7.84076E-01  7.82512E-01  1.99283E-03
    8605.591    874.247  15.250  7.76627E-01  7.81138E-01 -5.75986E-03
    8611.411    880.067  15.300  7.69951E-01  7.79764E-01 -1.25526E-02
    8617.250    885.906  15.350  7.64486E-01  7.78390E-01 -1.78186E-02
    8623.108    891.763  15.400  7.60480E-01  7.77017E-01 -2.12288E-02
