PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
     1    2   6.000  index, nleg, degeneracy, r=  2.4982
      x           y           z     ipot  label      rleg      beta        eta
   -1.449130   -0.000030   -2.035000   1 'Co    '     2.4982  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Co    '     2.4982  180.0000    0.0000
     2    2   6.000  index, nleg, degeneracy, r=  2.5100
      x           y           z     ipot  label      rleg      beta        eta
    2.173720   -1.255000    0.000000   1 'Co    '     2.5100  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Co    '     2.5100  180.0000    0.0000
     3    2   6.000  index, nleg, degeneracy, r=  3.5413
      x           y           z     ipot  label      rleg      beta        eta
   -1.449130    2.509970    2.035000   1 'Co    '     3.5413  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Co    '     3.5413  180.0000    0.0000
     4    3  12.000  index, nleg, degeneracy, r=  3.7532
      x           y           z     ipot  label      rleg      beta        eta
   -1.449130   -0.000030   -2.035000   1 'Co    '     2.4982  120.1550    0.0000
    0.724590   -1.255030   -2.035000   1 'Co    '     2.5100  120.1562    0.0000
    0.000000    0.000000    0.000000   0 'Co    '     2.4983  119.6888    0.0000
     5    3  24.000  index, nleg, degeneracy, r=  3.7532
      x           y           z     ipot  label      rleg      beta        eta
    2.173720   -1.255000    0.000000   1 'Co    '     2.5100  120.1550    0.0000
    0.724590   -1.255030   -2.035000   1 'Co    '     2.4982  119.6888    0.0000
    0.000000    0.000000    0.000000   0 'Co    '     2.4983  120.1562    0.0000
     6    3  12.000  index, nleg, degeneracy, r=  3.7650
      x           y           z     ipot  label      rleg      beta        eta
    0.000000   -2.510000    0.000000   1 'Co    '     2.5100  120.0000    0.0000
   -2.173720   -1.255000    0.000000   1 'Co    '     2.5100  119.9999    0.0000
    0.000000    0.000000    0.000000   0 'Co    '     2.5100  120.0000    0.0000
     7    2   2.000  index, nleg, degeneracy, r=  4.0700
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    0.000000    4.070000   1 'Co    '     4.0700  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Co    '     4.0700  180.0000    0.0000
     8    3  24.000  index, nleg, degeneracy, r=  4.2748
      x           y           z     ipot  label      rleg      beta        eta
    0.000000   -2.510000    0.000000   1 'Co    '     2.5100  135.1342    0.0000
   -1.449130   -0.000030   -2.035000   1 'Co    '     3.5413  134.8651    0.0000
    0.000000    0.000000    0.000000   0 'Co    '     2.4982   90.0007    0.0000
     9    3  24.000  index, nleg, degeneracy, r=  4.2748
      x           y           z     ipot  label      rleg      beta        eta
   -1.449130   -2.510030    2.035000   1 'Co    '     3.5414  135.1342    0.0000
    0.724590   -1.255030    2.035000   1 'Co    '     2.5100   89.9999    0.0000
    0.000000    0.000000    0.000000   0 'Co    '     2.4983  134.8659    0.0000
    10    3  24.000  index, nleg, degeneracy, r=  4.2748
      x           y           z     ipot  label      rleg      beta        eta
   -1.449130   -2.510030   -2.035000   1 'Co    '     3.5414  134.8659    0.0000
   -2.173720   -1.255000    0.000000   1 'Co    '     2.4983   89.9999    0.0000
    0.000000    0.000000    0.000000   0 'Co    '     2.5100  135.1342    0.0000
    11    2  12.000  index, nleg, degeneracy, r=  4.3407
      x           y           z     ipot  label      rleg      beta        eta
    0.724590    3.764970   -2.035000   1 'Co    '     4.3407  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Co    '     4.3407  180.0000    0.0000
    12    2   6.000  index, nleg, degeneracy, r=  4.3474
      x           y           z     ipot  label      rleg      beta        eta
    2.173720   -3.765000    0.000000   1 'Co    '     4.3474  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Co    '     4.3474  180.0000    0.0000
    13    3  12.000  index, nleg, degeneracy, r=  4.5332
      x           y           z     ipot  label      rleg      beta        eta
